,user_id,prospect_id,prospect_creation_date,is_presented_prospect,is_client,gender,age
231,283837641317580,p_eadbfa,2023-12-08,0,0,M,134
232,313446032155711,p_257cf5,2023-09-25,0,0,F,92
233,346911199489454,p_de678b,2023-03-04,0,0,F,51
234,291457127087111,p_e5155e,2023-09-29,0,0,M,133
235,211037703819426,p_31b5a8,2023-04-11,0,0,F,68
236,122692632864800,p_901229,2023-12-26,0,0,F,106
237,181751592273876,p_ef4d4a,2023-11-24,0,0,F,58
238,255639341079197,p_295410,2023-11-17,0,0,F,118
239,111016647998088,p_c5543d,2023-08-06,1,0,F,126
240,146291026605964,p_de3da7,2023-04-10,0,0,F,112
241,220823504969569,p_740bce,2023-01-28,0,0,M,58
242,115524139937523,p_ad809b,2023-03-06,0,0,M,39
243,202882639643488,p_d639d1,2023-09-16,0,1,F,113
244,144206654093910,p_7351bf,2023-01-10,1,0,F,90
245,220672516507518,p_a8058d,2023-05-14,1,0,F,37
246,202503628464356,p_178e4d,2023-08-10,1,0,F,75
247,905405593807811,p_c67158,2023-08-15,0,0,F,76
248,232940237304715,p_67f2ed,2023-09-02,1,0,M,72
249,323133616395208,p_6d76d1,2023-06-10,0,0,M,70
250,933993727523630,p_cd6a14,2023-03-07,0,1,F,109
251,163796707640753,p_5b4948,2023-09-08,1,0,F,71
252,306291498378314,p_59d282,2023-08-24,1,0,F,23
253,113387296664181,p_4a20cc,2023-11-08,0,0,M,37
254,178213814378593,p_4541ed,2023-08-14,1,0,M,35
255,317066256682843,p_8f3bb6,2023-06-05,0,0,F,109
256,168084180558009,p_c1d648,2023-05-04,0,0,F,129
257,983199252478255,p_63214a,2023-02-11,1,0,F,53
258,857856614546611,p_afb37d,2023-08-09,1,0,F,68
259,305414017100291,p_4ff879,2023-09-18,0,0,M,41
260,188868863172943,p_4d71a4,2023-10-26,0,0,F,106
261,213962474913426,p_7b0ddb,2023-09-27,0,0,F,136
262,883376140714285,p_ebada8,2023-01-16,0,0,F,25
263,202838591459497,p_784667,2023-12-07,0,0,F,38
264,835009191215714,p_304c48,2023-04-05,0,0,F,55
265,251544921114564,p_419779,2023-04-07,0,0,M,111
266,280392385602118,p_d920ed,2023-06-05,0,1,M,126
267,142519260254634,p_b2b272,2023-01-25,1,0,M,63
268,813328562890481,p_5a6b05,2023-01-11,0,0,M,105
269,241760321702536,p_457d9d,2023-09-22,1,0,M,90
270,160972823868529,p_6802de,2023-01-06,0,0,F,97
271,300451559058602,p_e3bb30,2023-04-07,1,0,F,134
272,232142870765473,p_77e74b,2023-11-04,0,0,F,135
273,156253001014172,p_b7d369,2023-03-06,1,0,F,50
274,232815983248096,p_bcad9a,2023-11-13,1,0,F,74
275,269222118062380,p_cc5c6b,2023-12-18,1,0,M,81
276,334392247672570,p_c88cd4,2023-05-07,1,0,F,43
277,164177259057070,p_4bfa80,2023-07-20,0,0,F,62
278,262103169821786,p_c5c947,2023-11-11,0,0,F,53
279,924262822457038,p_b685b5,2023-04-01,0,0,F,90
280,861850198044034,p_427021,2023-02-13,0,0,F,46
281,664306539220605,p_f9a8cf,2023-11-29,0,0,F,61
282,162146651256106,p_6143ac,2023-03-19,0,1,F,139
283,125601769906632,p_801fb8,2023-07-23,0,0,F,83
284,324502521331410,p_3b6318,2023-04-12,0,0,M,30
285,167215438643867,p_08300a,2023-06-01,0,0,F,74
286,228393578432429,p_a15090,2023-10-30,1,0,M,75
287,124465952113220,p_95bfef,2023-03-16,1,0,F,74
288,337031475618339,p_84a5a8,2023-10-29,0,0,F,54
289,214461318710317,p_0e8bc8,2023-12-23,1,0,F,117
290,339851134571645,p_2534f2,2023-02-28,0,0,F,104
291,158038309259810,p_9341d1,2023-04-29,0,0,F,65
292,182119065946642,p_1eb7b1,2023-07-27,1,0,123,34
293,238147219094816,p_3b7fa6,2023-08-13,1,0,M,38
294,727585732052938,p_38677c,2023-03-24,0,0,F,46
295,717894677383791,p_2e5d29,2023-04-12,0,1,F,22
296,205427603307783,p_4442f7,2023-11-14,0,0,F,42
297,288243594028019,p_c30a1c,2023-02-27,0,0,M,45
298,316921911884490,p_c71958,2023-11-09,0,0,F,101
299,207184749210668,p_30b066,2023-07-30,0,0,M,64
300,111059543661594,p_ef6013,2023-04-24,0,0,M,103
301,176069368729859,p_c8ee60,2023-01-21,0,0,M,80
302,152115100636633,p_99e854,2023-06-17,0,0,M,62
303,199737853423077,p_2457a9,2023-09-18,1,0,F,29
304,110669264173016,p_4e0596,2023-07-20,0,0,M,140
305,126575206597882,p_08ec4a,2023-06-19,0,0,M,72
306,336775601505055,p_e88bfb,2023-03-10,0,0,M,33
307,194361354254695,p_8bca64,2023-08-15,0,0,M,121
308,335392001409662,p_e642d5,2023-12-19,1,0,M,61
309,284820894415338,p_919b07,2023-01-03,0,0,123,65
310,210103620073481,p_e981bd,2023-10-11,1,0,M,117
311,220677123291686,p_678e73,2023-11-12,0,0,M,115
312,277779202279301,p_ee78b8,2023-07-09,1,0,M,68
313,338533113276564,p_b1dccf,2023-04-04,0,0,F,32
314,882568064155677,p_1d8c2c,2023-03-04,1,0,F,39
315,780471556967887,p_ed0e5a,2023-01-11,0,0,F,124
316,231133042814357,p_26656e,2023-02-13,1,0,M,119
317,171985515021277,p_0904c9,2023-01-11,0,0,M,97
318,296217113924038,p_83e376,2023-03-26,0,1,F,32
319,324919222980464,p_7bc972,2023-02-02,0,0,F,84
320,327006319222469,p_5a347a,2023-09-29,0,0,F,72
321,248204360702921,p_bdb18a,2023-01-21,0,0,F,122
322,315932286584539,p_bb7343,2023-06-02,0,0,M,133
323,219624462635290,p_11e71e,2023-12-29,1,0,M,122
324,184454974357593,p_892263,2023-06-16,0,0,F,114
325,171241918319425,p_552838,2023-04-28,1,0,M,130
326,328604462627669,p_ac5c7a,2023-05-31,0,0,F,38
327,336618459141195,p_3213d3,2023-02-01,0,0,F,111
328,105528330671534,p_cf0edd,2023-08-18,1,0,F,135
329,104486023247549,p_f94e57,2023-06-13,0,0,M,80
330,201161401491895,p_a54aa5,2023-10-07,0,0,F,26
331,108788881390335,p_e5db13,2023-08-08,0,0,,88
332,337964708070539,p_011382,2023-08-30,0,0,M,72
333,210393263137792,p_81d395,2023-09-01,0,1,F,90
334,253370865949955,p_00eade,2023-06-29,0,0,M,116
335,163174649742579,p_fe00b9,2023-03-14,1,1,F,108
336,319719825280124,p_d07b74,2023-05-01,0,0,M,33
337,250149550814638,p_66ab9b,2023-07-14,0,0,F,133
338,259090832690603,p_6a3f67,2023-04-04,1,0,F,135
339,291298146941268,p_a1a9d2,2023-04-17,0,1,F,27
340,335919057557792,p_d42dc6,2023-03-05,0,0,F,99
341,190091705044758,p_a356b0,2023-02-03,0,0,M,33
342,533694845301396,p_0b8190,2023-01-13,0,0,F,69
343,253093505250189,p_499ee2,2023-01-16,0,0,M,118
344,333997575355341,p_95a637,2023-02-28,0,1,F,82
345,245139652661913,p_b2fb7c,2023-02-13,0,0,F,92
346,332806551898863,p_ff7f08,2023-03-07,0,1,M,65
347,247369451965879,p_f2c630,2023-10-18,0,1,123,80
348,511875506948150,p_8e5a10,2023-04-22,0,0,M,68
349,285339009267135,p_d8573c,2023-11-30,0,0,F,87
350,103648735879203,p_e91c04,2023-11-02,0,0,F,113
351,226974689577636,p_2e0f60,2023-05-23,0,0,F,73
352,672985153641201,p_e55bb5,2023-08-16,0,0,F,29
353,249010419920661,p_f60289,2023-01-22,1,0,M,93
354,540849467669979,p_d151ee,2023-03-07,0,1,F,129
355,181603584003405,p_e8a8a0,2023-02-16,1,0,F,94
356,201419228745454,p_da738a,2023-03-21,0,0,M,79
357,110279173974857,p_152c44,2023-12-11,1,0,M,75
358,314522501604044,p_00d002,2023-06-18,0,0,F,24
359,292421268610457,p_e78292,2023-03-26,1,0,M,81
360,226887015936250,p_732697,2023-12-06,1,0,M,41
361,131703301750052,p_902698,2023-03-12,0,0,,82
362,128298356319555,p_6ac322,2023-06-13,1,0,M,31
363,279022637838698,p_6c7bb3,2023-11-04,0,0,F,66
364,311949505044655,p_54a354,2023-06-29,1,0,M,139
365,401349641848514,p_72bb5c,2023-04-12,0,0,M,79
366,615855474662403,p_07165d,2023-11-18,0,0,M,67
367,544415626350459,p_bfe838,2023-02-23,0,0,F,116
368,183286069282482,p_e31ca4,2023-12-07,0,0,M,48
369,189041729298091,p_3f270c,2023-07-19,1,1,F,129
370,264030877089463,p_0998b5,2023-09-03,1,0,M,36
371,145256599485300,p_03ef7d,2023-04-23,0,0,,46
372,289522627786846,p_da920d,2023-11-07,0,0,F,45
373,146141280969617,p_0854da,2023-01-31,0,0,M,35
374,611299845653692,p_de0879,2023-07-29,1,0,M,133
375,230022453279885,p_02c897,2023-05-23,0,0,M,93
376,337459386535783,p_3255d1,2023-04-16,0,0,F,119
377,186420983858785,p_cd5713,2023-06-02,0,0,F,68
378,794488627823047,p_346386,2023-03-08,0,0,F,32
379,150626408862625,p_269668,2023-10-26,0,0,F,73
380,493674574366906,p_66788d,2023-10-31,1,0,M,105
381,966401726228268,p_c6f9b0,2023-11-27,0,0,F,71
382,737004041377035,p_16f2b1,2023-08-20,0,0,F,138
383,263632560244117,p_896074,2023-04-05,1,0,F,30
384,262307003157504,p_6963a8,2023-05-22,0,0,M,48
385,144045053234304,p_df11df,2023-11-14,0,0,F,58
386,165335057769590,p_e63a40,2023-03-07,0,1,F,64
387,162408220081289,p_8f3112,2023-03-07,0,0,F,109
388,144876198443486,p_6aab4b,2023-11-05,0,0,F,79
389,437287218187001,p_99b91e,2023-07-08,1,0,F,27
390,326281415007413,p_582e88,2023-06-11,1,0,F,81
391,238854934380957,p_00d495,2023-05-21,1,0,F,126
392,257010069861230,p_8670e0,2023-02-08,0,0,F,92
393,204007887365374,p_c098ee,2023-04-12,0,0,F,124
394,318324197849676,p_791d90,2023-04-26,0,0,F,112
395,102733830431458,p_704476,2023-07-31,0,0,F,123
396,958924919788691,p_7cff25,2023-07-02,0,0,F,133
397,542799288088633,p_f855cb,2023-01-01,0,0,M,60
398,327391246515002,p_d1cdc0,2023-11-17,1,0,123,26
399,171128735600657,p_427aeb,2023-05-23,1,0,M,68
400,240376276114494,p_e380d5,2023-06-21,1,1,F,41
401,465471909361270,p_c08927,2023-02-08,1,0,F,54
402,207106759629237,p_d78401,2023-04-29,1,0,F,37
403,309689052940342,p_5082b2,2023-02-28,0,0,F,32
404,152885677026812,p_b0cb6b,2023-03-03,1,0,F,30
405,107261443243077,p_46fda7,2023-02-10,0,0,F,50
406,184823506204626,p_fe0412,2023-12-04,0,0,M,88
407,190462291179827,p_698cb0,2023-07-12,0,0,F,88
408,299105205442514,p_673a27,2023-03-22,0,0,F,52
409,782595906918023,p_30c68b,2023-07-29,0,0,M,30
410,334805191101406,p_cfc1ec,2023-01-20,0,0,M,63
411,314731631739249,p_f01b6f,2023-04-26,1,0,F,40
412,334902865826656,p_3f1699,2023-08-09,0,0,F,96
413,237839203661427,p_54c568,2023-02-28,1,0,F,67
414,116064262513961,p_fa4eab,2023-02-10,0,0,F,37
415,282845644897242,p_546421,2023-09-16,0,0,F,77
416,192888509009445,p_da259c,2023-11-11,1,0,F,37
417,315306200266742,p_a3667e,2023-01-07,0,0,M,43
418,144618934310400,p_02e1e3,2023-07-14,1,0,M,47
419,299362454670098,p_26cc0a,2023-12-08,0,0,M,136
420,773646749478727,p_8c724d,2023-07-18,0,0,M,59
421,316620229414713,p_cf1f9c,2023-06-13,0,0,F,39
422,103659383835807,p_89a7ac,2023-01-31,0,0,F,106
423,218502645545915,p_6c9b89,2023-11-02,1,0,F,130
424,358825683476382,p_c00879,2023-06-06,0,0,M,83
425,127688558708836,p_67746c,2023-01-07,1,0,F,66
426,310299273588001,p_3e2496,2023-10-03,0,0,,36
427,154081363888313,p_d71464,2023-01-17,0,0,F,55
428,883385982463593,p_207cfe,2023-04-11,0,0,F,73
429,258941927633481,p_30c8b4,2023-07-26,1,0,M,97
430,794956834449753,p_6e589b,2023-02-09,0,0,M,84
431,879343960088744,p_0a6f7e,2023-04-22,0,0,M,24
432,356210682038783,p_e55e56,2023-09-08,0,1,F,78
433,249442093404259,p_52831e,2023-10-28,0,0,M,103
434,297205011632130,p_34f2cf,2023-01-02,1,0,M,110
435,125668012797564,p_1cd493,2023-02-04,0,0,F,52
436,285671976830873,p_b127da,2023-06-19,0,0,F,106
437,275093717622282,p_e09def,2023-05-15,0,1,M,92
438,221637419505355,p_32095f,2023-02-28,0,0,F,61
439,144841424857290,p_f1dc48,2023-02-18,1,1,M,65
440,108717570388236,p_2dce33,2023-04-24,0,0,M,61
441,165550284082411,p_b41588,2023-03-22,0,0,F,23
442,953355685433087,p_65431a,2023-04-18,1,0,F,57
443,285690348028674,p_93b8b8,2023-12-04,0,0,F,68
444,151080592311905,p_418b8c,2023-12-19,1,1,M,48
445,323317664036223,p_e354b1,2023-07-16,0,0,F,67
446,227101326690175,p_dbcdc2,2023-06-18,1,0,F,97
447,209389143157532,p_a3627b,2023-11-20,0,0,F,61
448,143533020551726,p_8ec5b9,2023-04-08,0,0,,80
449,104755292963164,p_18df7c,2023-03-15,1,0,M,140
450,155044958523979,p_0d36cf,2023-10-29,1,0,M,130
451,189964105338263,p_708bf7,2023-03-29,1,0,F,61
452,116640941365792,p_d687c2,2023-12-01,1,0,M,39
453,117728575338206,p_2264f9,2023-05-09,0,0,M,44
454,129492292878098,p_fb60a5,2023-05-18,0,0,F,51
455,262708627977945,p_9d9d34,2023-05-09,0,1,F,82
456,125574393030759,p_ed75e7,2023-03-30,0,0,F,138
457,174579006497513,p_e33b55,2023-08-14,0,0,M,71
458,884090567582483,p_270abc,2023-12-11,0,0,F,106
459,152156078504135,p_36e697,2023-12-02,0,0,F,57
460,128368039210976,p_63bba3,2023-04-10,1,0,F,59
461,194645551711394,p_9cd0c6,2023-07-27,0,0,F,43
