,user_id,session_count,avg_days_btw,sum_duration_in_min,prospect_id,prospect_creation_date,is_presented_prospect,is_client,gender,age,age_cat_w20,age_cat_w30,CTC,click,sessions_before_first_ctc,clicks_before_first_ctc,time_online_before_first_ctc_in_sec,days_to_first_ctc,first_ctc_campaign_id,first_ctc_page,last_ctc_page,last_ctc_date
18,102698007271994,6,53.0,157.0,p_a87cae,2023-02-10,0,0,F,106,101-120,81-110,1.0,31.0,0.0,3,1320.0,0,95137568bf,5,5,2023-02-10
19,102733830431458,4,107.0,107.0,p_704476,2023-07-31,0,0,F,123,121-140,111-140,1.0,17.0,1.0,7,3197.0,194,7b9f593535,3,3,2023-07-31
20,102919945113142,4,63.0,73.0,p_d4df7e,2023-07-04,1,0,F,42,41-60,21-50,2.0,14.0,1.0,10,989.0,58,45c82b38c6,3,3,2023-10-01
21,102974134941467,3,137.0,56.0,p_43b999,2023-03-22,1,0,F,60,41-60,51-80,1.0,12.0,1.0,10,3229.0,34,9fa01fb1a0,4,4,2023-03-22
22,103624796487963,4,43.0,111.0,p_159bd4,2023-05-08,1,0,M,126,121-140,111-140,2.0,9.0,0.0,1,869.0,0,45c82b38c6,3,6,2023-06-23
23,103648735879203,9,39.0,290.0,p_e91c04,2023-11-02,0,0,F,113,101-120,111-140,2.0,33.0,5.0,32,11926.0,274,,2,4,2023-12-17
24,103659383835807,2,327.0,95.0,p_89a7ac,2023-01-31,0,0,F,106,101-120,81-110,1.0,8.0,0.0,7,2380.0,0,,1,1,2023-01-31
25,103680615963699,5,68.0,193.0,p_d72b79,2023-06-02,0,0,F,28,21-40,21-50,1.0,18.0,2.0,7,4961.0,77,7b9f593535,2,2,2023-06-02
26,103721630472432,3,88.0,121.0,p_75a78a,2023-12-12,1,0,F,129,121-140,111-140,1.0,12.0,2.0,12,6766.0,176,73dc9eab7b,4,4,2023-12-12
27,103825776953058,5,26.0,159.0,p_12669b,2023-05-25,0,0,M,28,21-40,21-50,1.0,16.0,4.0,17,8972.0,104,ca98f07be2,4,4,2023-05-25
28,103839733964699,5,53.0,141.0,p_618ce1,2023-06-14,1,0,F,101,101-120,81-110,1.0,15.0,1.0,3,1499.0,87,67bac78ff1,6,6,2023-06-14
29,104313051166272,4,117.0,119.0,p_9c80e1,2023-12-23,1,0,F,23,21-40,21-50,1.0,21.0,3.0,21,6962.0,351,f11dac0db6,5,5,2023-12-23
30,104313321232361,2,74.0,54.0,p_ddc9a3,2023-04-03,0,0,M,75,61-80,51-80,1.0,6.0,0.0,4,503.0,0,242649bfe1,2,2,2023-04-03
31,104358483517294,7,43.0,161.0,p_b29de7,2023-08-01,0,0,,73,61-80,51-80,2.0,29.0,2.0,13,3338.0,144,7b9f593535,4,2,2023-08-26
32,104404888125841,3,167.0,91.0,p_5393db,2023-12-18,0,0,F,110,101-120,81-110,1.0,10.0,2.0,10,4685.0,334,73dc9eab7b,4,4,2023-12-18
33,104416485675859,4,86.0,87.0,p_bbc972,2023-06-14,0,0,F,25,21-40,21-50,1.0,20.0,1.0,7,2600.0,112,67bac78ff1,2,2,2023-06-14
34,104486023247549,3,67.0,94.0,p_f94e57,2023-06-13,0,0,M,80,61-80,51-80,1.0,20.0,1.0,12,4706.0,33,67bac78ff1,5,5,2023-06-13
35,104666790699784,5,82.0,154.0,p_489387,2023-07-07,0,0,F,89,81-100,81-110,1.0,30.0,2.0,13,2707.0,172,7db5e11944,5,5,2023-07-07
36,104755292963164,6,53.0,124.0,p_18df7c,2023-03-15,1,0,M,140,121-140,111-140,1.0,21.0,0.0,2,1356.0,0,7b9f593535,4,4,2023-03-15
37,104992646529342,4,69.0,94.0,p_e87003,2023-10-14,0,0,M,57,41-60,51-80,1.0,19.0,3.0,19,5193.0,208,7b9f593535,3,3,2023-10-14
38,105291634314318,3,75.0,67.0,p_89b0a9,2023-06-24,0,0,F,105,101-120,81-110,1.0,13.0,2.0,13,3567.0,151,67bac78ff1,1,1,2023-06-24
39,105328345174023,6,43.0,174.0,p_ea2fa3,2023-10-18,1,0,F,42,41-60,21-50,1.0,21.0,4.0,19,8477.0,194,45c82b38c6,5,5,2023-10-18
40,105401183759459,3,119.0,96.0,p_09eb90,2023-05-16,1,0,M,134,121-140,111-140,1.0,14.0,1.0,9,3479.0,67,73dc9eab7b,2,2,2023-05-16
41,105528330671534,3,75.0,90.0,p_cf0edd,2023-08-18,1,0,F,135,121-140,111-140,1.0,18.0,2.0,18,5136.0,150,67bac78ff1,3,3,2023-08-18
42,105633528378838,3,38.0,83.0,p_702dee,2023-06-19,0,1,123,122,121-140,111-140,2.0,15.0,1.0,9,2387.0,10,67bac78ff1,2,5,2023-08-25
43,105720867217190,2,8.0,52.0,p_4ef0f5,2023-08-14,0,0,F,101,101-120,81-110,2.0,10.0,0.0,4,1392.0,0,7b9f593535,2,2,2023-08-22
44,105733103112890,5,32.0,161.0,p_a98db7,2023-09-11,1,0,F,35,21-40,21-50,1.0,19.0,2.0,9,5720.0,74,7b9f593535,1,1,2023-09-11
45,105829331127292,4,69.0,147.0,p_5ac1c8,2023-03-07,0,0,M,104,101-120,81-110,3.0,10.0,1.0,2,869.0,0,45c82b38c6,3,2,2023-09-30
46,105865441433683,3,106.0,68.0,p_bc47ff,2023-04-06,0,0,F,123,121-140,111-140,1.0,12.0,0.0,4,748.0,0,67bac78ff1,2,2,2023-04-06
47,105949420506334,9,37.0,218.0,p_b0052c,2023-10-17,0,0,F,34,21-40,21-50,1.0,32.0,5.0,23,6580.0,234,73dc9eab7b,4,4,2023-10-17
48,106163709221709,1,0.0,43.0,p_e5bedd,2023-06-09,1,0,F,65,61-80,51-80,1.0,6.0,0.0,6,2234.0,0,67bac78ff1,6,6,2023-06-09
49,106228146564219,6,61.0,108.0,p_f9ff22,2023-09-11,0,0,F,72,61-80,51-80,1.0,26.0,4.0,21,4429.0,249,7b9f593535,1,1,2023-09-11
50,106387369679763,4,102.0,86.0,p_a33673,2023-12-07,0,1,F,42,41-60,21-50,1.0,15.0,3.0,15,4919.0,308,7b9f593535,3,3,2023-12-07
51,106436526318655,3,9.0,53.0,p_3f6107,2023-12-22,0,0,,33,21-40,21-50,1.0,11.0,2.0,11,2485.0,19,f11dac0db6,1,1,2023-12-22
52,106690133713482,3,107.0,97.0,p_029382,2023-06-06,1,0,F,55,41-60,51-80,1.0,8.0,2.0,4,3198.0,134,f115ad964e,2,2,2023-06-06
53,106845670118315,1,0.0,24.0,p_d6a3f0,2023-07-14,0,0,M,71,61-80,51-80,1.0,3.0,0.0,3,1427.0,0,45c82b38c6,1,1,2023-07-14
54,106939886545412,2,135.0,57.0,p_4b607d,2023-12-25,0,0,M,35,21-40,21-50,1.0,5.0,1.0,5,2490.0,135,45c82b38c6,3,3,2023-12-25
55,106944153788753,6,28.0,156.0,p_3deec7,2023-02-07,0,0,F,57,41-60,51-80,1.0,19.0,0.0,3,939.0,0,67bac78ff1,4,4,2023-02-07
56,107034132685761,3,96.0,88.0,p_9acc43,2023-01-04,0,0,F,34,21-40,21-50,2.0,10.0,0.0,3,2736.0,0,45c82b38c6,6,2,2023-04-20
57,107228859679565,5,66.0,145.0,p_cae7d7,2023-08-19,1,0,F,26,21-40,21-50,2.0,25.0,2.0,16,5594.0,203,7b9f593535,1,4,2023-10-20
58,107261248076112,2,56.0,45.0,p_cbe911,2023-07-02,0,0,F,121,121-140,111-140,1.0,15.0,1.0,15,2664.0,56,7b9f593535,2,2,2023-07-02
59,107261443243077,3,53.0,135.0,p_46fda7,2023-02-10,0,0,F,50,41-60,21-50,1.0,9.0,0.0,4,1937.0,0,45c82b38c6,5,5,2023-02-10
60,107375959009373,8,48.0,251.0,p_bc2c2b,2023-05-17,1,0,M,98,81-100,81-110,1.0,39.0,3.0,16,7314.0,119,95137568bf,3,3,2023-05-17
61,107459571025289,7,40.0,148.0,p_786b8a,2023-11-03,1,0,M,62,61-80,51-80,1.0,27.0,5.0,27,6081.0,244,7b9f593535,6,6,2023-11-03
62,107515918550195,4,75.0,109.0,p_ae0e6f,2023-02-23,0,0,M,39,21-40,21-50,1.0,19.0,1.0,7,3214.0,14,f11dac0db6,3,3,2023-02-23
63,108138032376308,4,53.0,195.0,p_90ac14,2023-10-09,1,1,F,125,121-140,111-140,1.0,22.0,3.0,22,11622.0,160,67bac78ff1,1,1,2023-10-09
64,108587145233239,4,69.0,83.0,p_48c2cf,2023-11-01,0,0,F,133,121-140,111-140,1.0,11.0,1.0,5,2508.0,183,,4,4,2023-11-01
65,108717570388236,5,62.0,96.0,p_2dce33,2023-04-24,0,0,M,61,61-80,51-80,1.0,26.0,1.0,10,320.0,66,f28414dfd1,5,5,2023-04-24
66,108788881390335,3,129.0,95.0,p_e5db13,2023-08-08,0,0,,88,81-100,81-110,1.0,11.0,1.0,8,3532.0,205,45c82b38c6,1,1,2023-08-08
67,109165415596816,3,103.0,75.0,p_6751fa,2023-05-02,1,0,F,111,101-120,111-140,1.0,15.0,1.0,9,3035.0,20,67bac78ff1,2,2,2023-05-02
68,109179299501336,5,57.0,147.0,p_324c87,2023-02-27,1,1,M,96,81-100,81-110,1.0,22.0,1.0,7,4118.0,10,67bac78ff1,4,4,2023-02-27
69,109224196063419,3,42.0,56.0,p_10ad19,2023-04-23,0,0,M,68,61-80,51-80,1.0,18.0,0.0,2,399.0,0,73dc9eab7b,2,2,2023-04-23
70,109350110143568,6,49.0,166.0,p_151cf4,2023-05-03,0,0,M,118,101-120,111-140,2.0,23.0,1.0,5,2488.0,38,f11dac0db6,5,5,2023-08-31
71,109696033526484,3,30.0,82.0,p_b5200c,2023-04-28,0,0,F,85,81-100,81-110,2.0,16.0,1.0,10,2471.0,36,73dc9eab7b,5,3,2023-05-23
72,110279173974857,3,155.0,51.0,p_152c44,2023-12-11,1,0,M,75,61-80,51-80,1.0,11.0,2.0,12,3047.0,311,7b9f593535,6,6,2023-12-11
73,110420271633348,4,57.0,132.0,p_433aa8,2023-06-12,1,0,F,74,61-80,51-80,2.0,15.0,0.0,4,2282.0,0,f115ad964e,5,4,2023-12-02
74,110553154967847,1,0.0,55.0,p_821eec,2023-04-06,0,0,F,31,21-40,21-50,1.0,2.0,0.0,2,3167.0,0,45c82b38c6,3,3,2023-04-06
75,110558785990964,4,93.0,77.0,p_9aed2d,2023-03-01,1,0,M,137,121-140,111-140,1.0,14.0,0.0,6,1189.0,0,45c82b38c6,2,2,2023-03-01
76,110669264173016,4,74.0,125.0,p_4e0596,2023-07-20,0,0,M,140,121-140,111-140,2.0,14.0,1.0,8,3038.0,155,73dc9eab7b,2,5,2023-09-27
77,110686934576635,2,177.0,87.0,p_991174,2023-01-11,0,0,M,66,61-80,51-80,1.0,8.0,0.0,2,1414.0,0,67bac78ff1,2,2,2023-01-11
78,110702074793129,4,87.0,146.0,p_20c81f,2023-02-17,1,1,F,37,21-40,21-50,1.0,11.0,0.0,3,1105.0,0,95137568bf,1,1,2023-02-17
79,110978020326767,1,0.0,17.0,p_0dd58b,2023-10-23,0,0,F,72,61-80,51-80,1.0,6.0,0.0,6,980.0,0,7db5e11944,3,3,2023-10-23
80,111016647998088,9,41.0,249.0,p_c5543d,2023-08-06,1,0,F,126,121-140,111-140,2.0,36.0,3.0,14,7488.0,196,67bac78ff1,1,3,2023-11-16
81,111027932258810,4,76.0,140.0,p_8449c9,2023-07-10,1,0,F,103,101-120,81-110,1.0,14.0,2.0,9,6713.0,157,45c82b38c6,5,5,2023-07-10
82,111035502139249,3,9.0,60.0,p_df9ed7,2023-02-22,0,0,F,89,81-100,81-110,1.0,8.0,2.0,8,3541.0,19,73dc9eab7b,4,4,2023-02-22
83,111059543661594,7,31.0,220.0,p_ef6013,2023-04-24,0,0,M,103,101-120,81-110,2.0,26.0,0.0,3,3211.0,0,45c82b38c6,5,3,2023-07-29
84,111064385780004,2,19.0,87.0,p_c76dea,2023-03-06,0,0,M,22,21-40,21-50,1.0,5.0,0.0,4,2226.0,0,f115ad964e,4,4,2023-03-06
85,111298090305905,5,69.0,147.0,p_86490c,2023-01-24,1,0,F,91,81-100,81-110,2.0,23.0,0.0,2,2240.0,0,f11dac0db6,4,5,2023-10-27
86,111331450571808,3,95.0,83.0,p_798ac2,2023-10-18,0,0,F,107,101-120,81-110,1.0,15.0,2.0,15,4993.0,190,67bac78ff1,2,2,2023-10-18
87,111388421957371,9,41.0,274.0,p_d9066d,2023-08-05,1,0,F,133,121-140,111-140,2.0,34.0,6.0,29,13570.0,199,9fa01fb1a0,2,1,2023-12-12
88,112136779446587,2,163.0,60.0,p_cc93b0,2023-04-01,0,0,F,53,41-60,51-80,1.0,4.0,0.0,4,1975.0,0,f28414dfd1,4,4,2023-04-01
89,112244152400606,5,68.0,252.0,p_248881,2023-09-03,1,0,,75,61-80,51-80,1.0,21.0,2.0,17,8503.0,207,95137568bf,6,6,2023-09-03
90,113297568005143,3,139.0,29.0,p_bf58e5,2023-01-13,0,1,M,53,41-60,51-80,1.0,11.0,0.0,1,64.0,0,f115ad964e,6,6,2023-01-13
91,113387296664181,4,76.0,81.0,p_4a20cc,2023-11-08,0,0,M,37,21-40,21-50,1.0,15.0,3.0,15,4713.0,228,7b9f593535,2,2,2023-11-08
92,113406360662613,3,5.0,40.0,p_fd6d39,2023-04-03,1,0,M,110,101-120,81-110,2.0,15.0,0.0,4,609.0,0,7b9f593535,2,5,2023-04-14
93,113450919264378,3,170.0,129.0,p_586889,2023-01-30,0,0,F,21,21-40,21-50,2.0,14.0,1.0,12,3516.0,12,73dc9eab7b,6,1,2023-12-24
94,113611913004355,2,139.0,78.0,p_5730b4,2023-10-08,0,0,F,55,41-60,51-80,1.0,10.0,2.0,10,4623.0,139,95137568bf,6,6,2023-10-08
95,113812169712212,2,4.0,21.0,p_059fb6,2023-02-04,0,0,F,29,21-40,21-50,1.0,5.0,0.0,3,61.0,0,f28414dfd1,3,3,2023-02-04
96,113908652059982,2,95.0,28.0,p_8cf73e,2023-03-31,1,0,M,40,21-40,21-50,1.0,6.0,0.0,2,271.0,0,9fa01fb1a0,6,6,2023-03-31
97,114015940796485,2,6.0,87.0,p_5fccb2,2023-12-20,0,0,F,99,81-100,81-110,1.0,8.0,1.0,8,4394.0,6,73dc9eab7b,2,2,2023-12-20
98,114047163257636,2,176.0,17.0,p_f3411a,2023-12-04,0,0,M,92,81-100,81-110,1.0,13.0,1.0,13,1035.0,176,67bac78ff1,5,5,2023-12-04
99,114557744958364,6,59.0,191.0,p_3b7f3d,2023-03-28,1,0,F,83,81-100,81-110,2.0,20.0,2.0,10,3457.0,44,f28414dfd1,5,4,2023-06-11
100,115168904140472,11,32.0,405.0,p_f24f94,2023-03-28,1,0,F,33,21-40,21-50,1.0,49.0,2.0,15,6344.0,67,f11dac0db6,5,5,2023-03-28
101,115524139937523,3,78.0,109.0,p_ad809b,2023-03-06,0,0,M,39,21-40,21-50,1.0,12.0,0.0,2,1754.0,0,67bac78ff1,4,4,2023-03-06
102,115575487176360,2,107.0,6.0,p_5caa65,2023-02-08,0,0,M,81,81-100,81-110,1.0,10.0,0.0,3,192.0,0,73dc9eab7b,4,4,2023-02-08
103,115719152054243,6,43.0,92.0,p_2179fc,2023-04-23,0,0,F,52,41-60,51-80,1.0,32.0,0.0,3,2297.0,0,f28414dfd1,3,3,2023-04-23
104,115723169491246,4,33.0,145.0,p_855dd6,2023-09-24,0,0,F,118,101-120,111-140,1.0,22.0,3.0,23,8675.0,100,95137568bf,5,5,2023-09-24
105,116064262513961,5,88.0,128.0,p_fa4eab,2023-02-10,0,0,F,37,21-40,21-50,3.0,22.0,2.0,10,5951.0,39,7b9f593535,3,2,2023-12-21
106,116133699535725,6,60.0,223.0,p_4d2171,2023-05-20,0,0,F,132,121-140,111-140,1.0,26.0,1.0,9,4871.0,95,67bac78ff1,4,4,2023-05-20
107,116148016757847,1,0.0,23.0,p_3a982f,2023-08-29,1,0,F,69,61-80,51-80,1.0,5.0,0.0,5,1179.0,0,67bac78ff1,1,1,2023-08-29
108,116318404063013,3,45.0,76.0,p_7ca507,2023-07-16,0,0,F,26,21-40,21-50,1.0,11.0,1.0,9,2700.0,60,242649bfe1,3,3,2023-07-16
109,116392913154863,4,56.0,55.0,p_e2e619,2023-03-12,0,0,M,115,101-120,111-140,1.0,14.0,0.0,2,562.0,0,f11dac0db6,3,3,2023-03-12
110,116640941365792,3,91.0,63.0,p_d687c2,2023-12-01,1,0,M,39,21-40,21-50,1.0,10.0,2.0,10,3646.0,183,67bac78ff1,3,3,2023-12-01
111,116911889548387,3,120.0,77.0,p_2f55e5,2023-04-20,1,0,F,23,21-40,21-50,1.0,12.0,0.0,4,799.0,0,7b9f593535,1,1,2023-04-20
112,117103626273179,5,80.0,191.0,p_ad44bc,2023-03-16,1,1,F,75,61-80,51-80,1.0,21.0,1.0,6,6215.0,61,f11dac0db6,2,2,2023-03-16
113,117313068854732,7,58.0,226.0,p_68e1fc,2023-02-09,0,0,M,53,41-60,51-80,2.0,22.0,1.0,6,3447.0,25,73dc9eab7b,6,3,2023-03-27
114,117377998846080,3,103.0,146.0,p_dc4f33,2023-02-04,0,1,F,126,121-140,111-140,2.0,6.0,0.0,1,1751.0,0,7b9f593535,6,3,2023-08-31
115,117620057292566,3,117.0,69.0,p_8434fd,2023-06-13,1,0,M,62,61-80,51-80,1.0,13.0,1.0,9,1484.0,159,67bac78ff1,1,1,2023-06-13
116,117694596441201,3,103.0,63.0,p_08111b,2023-01-13,0,1,123,34,21-40,21-50,1.0,11.0,0.0,2,958.0,0,67bac78ff1,3,3,2023-01-13
117,117728575338206,5,40.0,156.0,p_2264f9,2023-05-09,0,0,M,44,41-60,21-50,1.0,31.0,0.0,9,3054.0,0,67bac78ff1,2,2,2023-05-09
118,117818242595330,4,57.0,110.0,p_97f270,2023-09-19,0,0,M,41,41-60,21-50,1.0,20.0,3.0,21,6579.0,173,67bac78ff1,6,6,2023-09-19
119,117820493603206,4,44.0,105.0,p_5278d5,2023-12-03,1,1,F,84,81-100,81-110,1.0,19.0,3.0,19,6147.0,134,73dc9eab7b,1,1,2023-12-03
120,117829655966530,4,57.0,142.0,p_d661df,2023-01-05,0,0,F,137,121-140,111-140,1.0,27.0,0.0,6,952.0,0,67bac78ff1,2,2,2023-01-05
121,117866086712699,3,106.0,65.0,p_c513a1,2023-10-03,1,0,F,95,81-100,81-110,1.0,9.0,2.0,9,3793.0,212,73dc9eab7b,5,5,2023-10-03
122,118051913523374,3,88.0,149.0,p_b8b37a,2023-09-11,1,0,F,52,41-60,51-80,1.0,9.0,2.0,9,7464.0,176,f11dac0db6,5,5,2023-09-11
123,118240452614365,6,56.0,197.0,p_6f9f43,2023-10-15,0,1,M,21,21-40,21-50,1.0,24.0,5.0,24,10230.0,284,73dc9eab7b,5,5,2023-10-15
124,118344824607926,3,139.0,31.0,p_843319,2023-02-24,1,0,M,46,41-60,21-50,1.0,6.0,1.0,5,551.0,23,67bac78ff1,3,3,2023-02-24
125,118405696761561,4,39.0,147.0,p_9dc469,2023-05-07,1,0,F,103,101-120,81-110,1.0,20.0,0.0,4,1530.0,0,67bac78ff1,3,3,2023-05-07
126,118658062947855,6,43.0,160.0,p_227efb,2023-07-06,0,0,M,77,61-80,51-80,1.0,21.0,4.0,18,8829.0,181,73dc9eab7b,5,5,2023-07-06
127,118666819298588,9,36.0,258.0,p_857dd9,2023-01-01,1,0,M,114,101-120,111-140,1.0,37.0,0.0,11,2867.0,0,f11dac0db6,4,4,2023-01-01
128,118845498056044,2,189.0,96.0,p_6123bc,2023-02-04,0,0,,104,101-120,81-110,1.0,11.0,0.0,6,2387.0,0,67bac78ff1,6,6,2023-02-04
129,118847677196586,4,82.0,69.0,p_df7a25,2023-11-20,0,1,F,107,101-120,81-110,1.0,14.0,2.0,11,3508.0,214,f11dac0db6,1,1,2023-11-20
130,118897785350789,2,29.0,39.0,p_d84576,2023-04-18,1,0,M,104,101-120,81-110,1.0,9.0,1.0,9,2035.0,29,7b9f593535,2,2,2023-04-18
131,118944558318289,6,53.0,139.0,p_81f49a,2023-04-09,1,0,F,96,81-100,81-110,1.0,23.0,1.0,8,1080.0,14,73dc9eab7b,6,6,2023-04-09
132,118974103651841,1,0.0,29.0,p_31216f,2023-09-27,0,0,F,137,121-140,111-140,1.0,4.0,0.0,4,1558.0,0,f28414dfd1,2,2,2023-09-27
133,119065501090271,5,74.0,158.0,p_204cd9,2023-10-20,0,0,M,74,61-80,51-80,1.0,24.0,3.0,16,7977.0,282,67bac78ff1,6,6,2023-10-20
134,119115944565532,2,133.0,33.0,p_b35414,2023-08-07,0,0,M,113,101-120,111-140,1.0,6.0,1.0,6,1858.0,134,f115ad964e,5,5,2023-08-07
135,119455793641135,3,151.0,96.0,p_c9a983,2023-01-24,0,0,F,77,61-80,51-80,1.0,14.0,0.0,2,2555.0,0,f11dac0db6,2,2,2023-01-24
136,119860704563351,3,93.0,72.0,p_7133d5,2023-12-09,0,1,F,50,41-60,21-50,1.0,5.0,2.0,5,3468.0,186,242649bfe1,4,4,2023-12-09
137,119949922766313,1,0.0,57.0,p_b0eb16,2023-06-11,0,0,F,140,121-140,111-140,1.0,1.0,0.0,1,1848.0,0,73dc9eab7b,3,3,2023-06-11
138,119987142453062,3,118.0,67.0,p_92fe92,2023-04-03,1,1,M,47,41-60,21-50,1.0,18.0,0.0,5,612.0,0,f11dac0db6,1,1,2023-04-03
139,120163897325232,4,93.0,146.0,p_0d15bb,2023-03-07,0,0,M,60,41-60,51-80,2.0,19.0,0.0,4,928.0,0,45c82b38c6,4,6,2023-11-03
140,120359797724571,3,92.0,127.0,p_a10b44,2023-04-28,0,0,,61,61-80,51-80,1.0,17.0,0.0,6,3009.0,0,242649bfe1,5,5,2023-04-28
141,120365880102321,4,100.0,81.0,p_dbf027,2023-03-11,1,0,F,36,21-40,21-50,1.0,17.0,1.0,8,3251.0,59,67bac78ff1,6,6,2023-03-11
142,120463786024187,5,81.0,73.0,p_a8dc22,2023-06-21,0,0,M,94,81-100,81-110,1.0,22.0,2.0,18,2738.0,146,45c82b38c6,4,4,2023-06-21
143,120473577149961,3,30.0,69.0,p_50903c,2023-02-06,0,0,F,33,21-40,21-50,1.0,11.0,1.0,10,3868.0,22,9fa01fb1a0,3,3,2023-02-06
144,120737031939430,3,151.0,78.0,p_58d1a3,2023-02-28,0,1,M,123,121-140,111-140,1.0,5.0,0.0,1,1883.0,0,67bac78ff1,2,2,2023-02-28
145,120790163835520,4,100.0,156.0,p_6f3c10,2023-08-16,0,0,F,47,41-60,21-50,3.0,14.0,1.0,11,4402.0,223,f28414dfd1,6,5,2023-11-02
146,120893171318708,1,0.0,50.0,p_25dfab,2023-05-26,0,0,M,75,61-80,51-80,1.0,5.0,0.0,5,2794.0,0,95137568bf,6,6,2023-05-26
147,121117813349041,2,178.0,73.0,p_98dfb4,2023-09-23,0,0,F,113,101-120,111-140,1.0,10.0,1.0,10,3888.0,178,242649bfe1,3,3,2023-09-23
148,121377585570926,4,37.0,165.0,p_1f0881,2023-02-17,0,1,M,96,81-100,81-110,1.0,11.0,2.0,9,8042.0,28,73dc9eab7b,6,6,2023-02-17
149,121408297539494,3,81.0,45.0,p_f76534,2023-08-27,0,0,F,105,101-120,81-110,1.0,12.0,1.0,6,1350.0,162,67bac78ff1,5,5,2023-08-27
150,121464931564125,4,78.0,140.0,p_fac584,2023-02-18,1,1,M,39,21-40,21-50,1.0,18.0,0.0,8,2509.0,0,9fa01fb1a0,6,6,2023-02-18
151,121601875362326,5,70.0,115.0,p_86dcec,2023-11-28,0,0,F,91,81-100,81-110,1.0,12.0,4.0,12,4501.0,283,f11dac0db6,6,6,2023-11-28
152,121773834143820,4,116.0,148.0,p_fb9830,2023-04-24,0,1,F,27,21-40,21-50,1.0,21.0,2.0,18,4999.0,108,95137568bf,6,6,2023-04-24
153,121796908893181,3,173.0,73.0,p_b7916f,2023-02-19,1,0,M,23,21-40,21-50,1.0,9.0,1.0,6,3068.0,36,f115ad964e,5,5,2023-02-19
154,122371810555540,2,26.0,42.0,p_439602,2023-08-07,1,0,M,95,81-100,81-110,1.0,8.0,1.0,8,1401.0,27,67bac78ff1,5,5,2023-08-07
155,122407638728791,2,231.0,81.0,p_ef1382,2023-04-16,1,0,F,106,101-120,81-110,1.0,3.0,0.0,2,612.0,0,f115ad964e,6,6,2023-04-16
