,user_id,setup_cluster,user_preference,user_behavior
133,105892463592912,4,Peu intéressé,Semaine
134,105916182626693,0,Peu intéressé,Semaine Jour
135,105929118035095,3,Page 1,Semaine
136,105949420506334,3,Page 4,Jour
137,105996084489913,2,Multipages,Semaine
138,106013565825818,10,Multipages,Semaine Nuit
139,106030376396025,3,Page 2,Semaine Jour
140,106089287013409,0,Multipages,Semaine Jour
141,106163181306964,7,Multipages,Semaine Jour
142,106163709221709,2,Page 6,Semaine Nuit
143,106163912602160,4,Multipages,Weekend Jour
144,106202869519712,10,Page 3,Semaine Jour
145,106228146564219,0,Page 1,Semaine Nuit
146,106313563616731,5,Page 4,Pas de préférence
147,106320833627560,9,Page 3,Semaine Nuit
148,106387369679763,6,Page 3,Semaine
149,106416740858116,8,Multipages,Pas de préférence
150,106436526318655,3,Page 1,Pas de préférence
151,106452591521199,6,Multipages,Pas de préférence
152,106555146790295,6,Page 5,Semaine Jour
153,106662596773173,9,Page 5,Semaine Nuit
154,106690133713482,0,Page 2,Semaine
155,106838315396285,0,Page 1,Semaine Nuit
156,106845670118315,3,Page 1,Semaine Jour
157,106870777107412,8,Multipages,Nuit
158,106887827195200,6,Page 3,Weekend Nuit
159,106938727692120,0,Page 6,Pas de préférence
160,106939886545412,11,Page 3,Jour
161,106944153788753,0,Page 4,Semaine
162,106988537762134,4,Peu intéressé,Semaine Jour
163,107034132685761,9,Multipages,Pas de préférence
164,107087661876327,0,Multipages,Semaine Nuit
165,107228859679565,5,Multipages,Pas de préférence
166,107261248076112,3,Page 2,Weekend Nuit
167,107261443243077,5,Page 5,Nuit
168,107346768386051,9,Page 6,Semaine Nuit
169,107375959009373,11,Page 3,Semaine
170,107406929540279,2,Page 5,Semaine
171,107425290506466,6,Peu intéressé,Semaine Jour
172,107459571025289,11,Page 6,Nuit
173,107515918550195,0,Page 3,Semaine
174,107540234794522,0,Multipages,Semaine
175,107679852149820,8,Multipages,Weekend Nuit
176,107826595865670,4,Page 6,Weekend Nuit
177,107827314167974,6,Multipages,Weekend Nuit
178,107995841563266,7,Multipages,Nuit
179,108110430498166,0,Page 1,Weekend Nuit
180,108138032376308,2,Page 1,Semaine
181,108176002120638,2,Peu intéressé,Semaine Jour
182,108349403177294,11,Multipages,Jour
183,108447948706173,2,Multipages,Semaine Jour
184,108453929726169,1,Page 5,Semaine
185,108587145233239,6,Page 4,Nuit
186,108717570388236,1,Page 5,Jour
187,108777307106187,4,Page 5,Semaine Nuit
188,108788881390335,2,Page 1,Semaine
189,108973603221083,9,Peu intéressé,Pas de préférence
190,108993817134046,4,Multipages,Nuit
191,109067459299574,6,Peu intéressé,Semaine Nuit
192,109099756807252,1,Peu intéressé,Semaine Jour
193,109165415596816,2,Page 2,Semaine
194,109175025983676,3,Page 3,Semaine Jour
195,109179299501336,0,Page 4,Semaine
196,109186635031065,7,Peu intéressé,Pas de préférence
197,109224196063419,0,Page 2,Nuit
198,109340793918908,6,Multipages,Semaine
199,109349224758159,3,Multipages,Pas de préférence
200,109350110143568,0,Page 5,Semaine Jour
201,109398191454058,6,Page 2,Semaine Nuit
202,109598277521450,0,Page 1,Semaine Nuit
203,109614139825406,6,Peu intéressé,Semaine
204,109640548124711,2,Peu intéressé,Semaine
205,109696033526484,10,Multipages,Semaine Nuit
206,109842546389316,6,Multipages,Pas de préférence
207,109875965179296,3,Page 1,Semaine Nuit
208,109931233558374,6,Multipages,Semaine
209,109950566548413,5,Multipages,Pas de préférence
210,110001691892648,0,Page 5,Pas de préférence
211,110015749383462,0,Page 1,Semaine Nuit
212,110041585205556,2,Page 3,Semaine Jour
213,110106328075844,8,Page 5,Jour
214,110131908558109,3,Multipages,Semaine Nuit
215,110268801681361,4,Page 1,Semaine
216,110279173974857,3,Page 6,Pas de préférence
217,110286206685912,0,Peu intéressé,Semaine Jour
218,110327739936370,6,Page 5,Semaine Nuit
219,110420271633348,8,Multipages,Nuit
220,110471566583335,2,Page 1,Semaine
221,110553154967847,3,Page 3,Semaine Jour
222,110558785990964,2,Page 2,Semaine
223,110567457881658,7,Multipages,Nuit
224,110669264173016,0,Multipages,Semaine Jour
225,110686934576635,2,Page 2,Semaine
226,110702074793129,0,Page 1,Semaine
227,110753395823019,7,Page 5,Semaine Jour
228,110773150805566,11,Page 1,Semaine Jour
229,110912028641799,1,Multipages,Semaine Nuit
230,110953937726283,3,Multipages,Semaine
231,110978020326767,11,Page 3,Semaine Jour
232,111016647998088,4,Multipages,Semaine Nuit
233,111027932258810,11,Page 5,Semaine Nuit
234,111035502139249,0,Page 4,Jour
235,111059543661594,2,Multipages,Semaine Nuit
236,111064385780004,2,Page 4,Jour
237,111228344514780,2,Multipages,Semaine
238,111250814787657,3,Page 4,Semaine Nuit
239,111254836131074,8,Multipages,Semaine
240,111281645099270,6,Multipages,Weekend Jour
241,111289886162265,6,Multipages,Semaine Jour
242,111298090305905,3,Multipages,Semaine Jour
243,111331450571808,7,Page 2,Semaine
244,111340887093580,3,Page 3,Semaine
245,111378818710082,6,Peu intéressé,Semaine
246,111388421957371,7,Multipages,Semaine
247,111394191113444,6,Page 6,Semaine Jour
248,111446994442530,2,Multipages,Pas de préférence
249,111472798707753,11,Multipages,Semaine
250,111661260548827,2,Multipages,Weekend
251,111688941109201,0,Multipages,Semaine Jour
252,111760141126710,11,Multipages,Semaine
253,111788143728544,6,Peu intéressé,Weekend Nuit
254,111816849980109,2,Page 3,Pas de préférence
255,111894677486473,3,Page 4,Weekend Nuit
256,111908565014393,0,Peu intéressé,Semaine Nuit
257,111909933455594,2,Multipages,Semaine Jour
258,111927989777788,0,Multipages,Semaine
259,111935330972343,2,Multipages,Semaine Nuit
260,112136779446587,5,Page 4,Weekend Nuit
261,112197951516815,11,Page 3,Semaine Jour
262,112209833207257,5,Page 3,Jour
263,112244152400606,3,Page 6,Jour
264,112513405499426,6,Page 5,Nuit
265,112702470313011,6,Page 1,Semaine Jour
266,112715578622710,0,Peu intéressé,Semaine Nuit
267,112733641963352,6,Multipages,Semaine
268,113275585564404,2,Multipages,Weekend Nuit
269,113297568005143,6,Page 6,Semaine Jour
270,113387296664181,1,Page 2,Pas de préférence
271,113397868683603,0,Multipages,Semaine Nuit
272,113406360662613,11,Multipages,Jour
273,113429402864339,5,Multipages,Semaine Nuit
274,113450919264378,2,Multipages,Jour
275,113523549920513,1,Multipages,Weekend Jour
276,113575187006100,0,Peu intéressé,Semaine Jour
277,113610614826684,11,Page 3,Semaine Jour
278,113611828989667,8,Page 4,Semaine Nuit
279,113611913004355,0,Page 6,Weekend
280,113707981420955,2,Multipages,Pas de préférence
281,113724920975493,6,Page 2,Semaine Jour
282,113812169712212,2,Page 3,Semaine Jour
283,113905998080467,3,Page 2,Semaine
284,113908652059982,0,Page 6,Semaine
285,114008750320527,3,Multipages,Semaine Jour
286,114015940796485,3,Page 2,Semaine
287,114047163257636,5,Page 5,Weekend Nuit
288,114089156035026,10,Peu intéressé,Weekend Jour
289,114143341294008,3,Page 4,Semaine
290,114187049324474,2,Multipages,Semaine Nuit
291,114224501714954,11,Peu intéressé,Semaine Jour
292,114257386496463,0,Page 1,Semaine
293,114348804933539,2,Page 5,Semaine Jour
294,114452526293654,3,Multipages,Semaine
295,114486129924417,4,Page 3,Weekend Jour
296,114522630999749,5,Page 2,Semaine Jour
297,114557744958364,0,Multipages,Nuit
298,114589395197723,2,Page 4,Semaine Nuit
299,114623685382304,3,Multipages,Semaine Nuit
300,114629348735971,6,Multipages,Semaine Jour
301,114636641928021,0,Peu intéressé,Semaine Nuit
302,114646820476846,9,Multipages,Nuit
303,114666478849998,5,Multipages,Pas de préférence
304,114813404932912,3,Multipages,Semaine
305,114853985502331,3,Multipages,Semaine Nuit
306,114941768713210,6,Peu intéressé,Semaine Nuit
307,115107390436340,6,Page 2,Weekend Jour
308,115168904140472,9,Page 5,Jour
309,115209558563845,0,Page 4,Semaine Nuit
310,115234750377819,11,Page 1,Semaine Jour
311,115346027504296,10,Multipages,Semaine Jour
312,115356542308335,3,Page 4,Semaine Jour
313,115366237840814,3,Multipages,Semaine
314,115524139937523,2,Page 4,Semaine Nuit
315,115551295540585,2,Multipages,Pas de préférence
316,115575487176360,0,Page 4,Semaine Nuit
317,115612647998452,6,Multipages,Semaine
318,115681246726167,6,Multipages,Jour
319,115719152054243,2,Page 3,Nuit
320,115723169491246,3,Page 5,Pas de préférence
321,115874326979738,0,Multipages,Semaine
322,115888374383651,0,Page 4,Semaine Jour
323,115912274262383,0,Peu intéressé,Semaine Nuit
324,115935967386550,8,Multipages,Jour
325,115944541653355,0,Multipages,Semaine Nuit
326,116017223964704,11,Peu intéressé,Semaine
327,116049143521492,2,Page 1,Semaine Nuit
328,116064262513961,2,Multipages,Pas de préférence
329,116085789128346,6,Multipages,Semaine Jour
330,116133699535725,9,Page 4,Semaine
331,116148016757847,1,Page 1,Semaine Jour
332,116158550451729,2,Multipages,Semaine Nuit
333,116177770828129,2,Multipages,Weekend
334,116208003611436,3,Page 4,Weekend Nuit
335,116223501809463,3,Page 1,Semaine
336,116260924319571,0,Peu intéressé,Semaine Nuit
337,116285791772550,7,Page 4,Semaine Jour
338,116318404063013,3,Page 3,Semaine Nuit
339,116392913154863,6,Page 3,Nuit
340,116461341076088,3,Page 1,Semaine
341,116530166210203,11,Page 5,Pas de préférence
342,116541441179863,3,Multipages,Semaine Jour
343,116548055811380,8,Multipages,Semaine
344,116640941365792,1,Page 3,Jour
345,116678759408024,6,Multipages,Semaine Jour
346,116717274457526,0,Page 4,Semaine Nuit
347,116745567511924,2,Multipages,Semaine Nuit
348,116827411343326,0,Page 2,Semaine Jour
349,116911889548387,4,Page 1,Semaine Jour
350,116912276699421,9,Multipages,Semaine Jour
351,116940770511155,5,Multipages,Jour
352,116960184120328,0,Peu intéressé,Semaine Nuit
353,116989718874995,5,Multipages,Semaine Nuit
354,117005513094097,5,Peu intéressé,Weekend Nuit
355,117034331971749,2,Page 4,Semaine
356,117096206903883,2,Page 3,Semaine Jour
357,117103626273179,1,Page 2,Semaine
358,117162573630373,0,Multipages,Pas de préférence
359,117267542739439,11,Peu intéressé,Semaine Nuit
360,117313068854732,1,Multipages,Pas de préférence
361,117377998846080,7,Multipages,Semaine Jour
362,117403128390895,2,Page 2,Semaine Jour
363,117409119625210,2,Multipages,Semaine
364,117414955697360,6,Page 3,Pas de préférence
365,117495566810739,4,Multipages,Pas de préférence
366,117587423904023,9,Multipages,Semaine
367,117620057292566,5,Page 1,Semaine Jour
368,117670063096426,2,Multipages,Pas de préférence
369,117676499022333,3,Page 5,Semaine Jour
370,117694596441201,2,Page 3,Semaine Nuit
371,117728575338206,2,Page 2,Semaine
372,117732343218969,2,Peu intéressé,Semaine Nuit
373,117774854046700,8,Peu intéressé,Semaine Nuit
374,117788108320893,3,Multipages,Semaine Nuit
375,117818242595330,5,Page 6,Weekend
376,117820493603206,0,Page 1,Nuit
377,117829655966530,0,Page 2,Jour
378,117835142066653,6,Multipages,Semaine Nuit
379,117866086712699,3,Page 5,Weekend
380,117990318186573,5,Peu intéressé,Semaine Jour
381,117990964169243,0,Page 5,Weekend Nuit
382,118051913523374,5,Page 5,Weekend Nuit
383,118186273077785,11,Peu intéressé,Semaine Nuit
384,118240452614365,4,Page 5,Nuit
385,118263878666364,9,Page 5,Semaine Jour
386,118344824607926,6,Page 3,Semaine
387,118405696761561,1,Page 3,Nuit
388,118413137413412,1,Page 4,Semaine
389,118437433123732,10,Page 2,Weekend Nuit
390,118515504903121,2,Multipages,Semaine Nuit
391,118528389044675,2,Multipages,Semaine Jour
392,118620852969735,0,Multipages,Semaine Jour
393,118643879657039,3,Page 2,Weekend Jour
394,118658062947855,2,Page 5,Semaine Nuit
395,118666819298588,0,Page 4,Pas de préférence
396,118835581617189,7,Multipages,Semaine Nuit
397,118845498056044,4,Page 6,Weekend
398,118847677196586,7,Page 1,Weekend Nuit
399,118880505549467,3,Peu intéressé,Weekend Jour
400,118897785350789,8,Page 2,Semaine Nuit
401,118931068465264,0,Multipages,Weekend Nuit
402,118935037963643,0,Page 5,Semaine
403,118944558318289,3,Page 6,Weekend
404,118974103651841,4,Page 2,Semaine Nuit
405,118980891151632,3,Multipages,Nuit
406,119065501090271,5,Page 6,Semaine
407,119111931049858,0,Page 2,Semaine Nuit
408,119115944565532,6,Page 5,Weekend Nuit
409,119191403812073,7,Peu intéressé,Semaine
410,119218992041693,2,Multipages,Semaine
411,119242681770751,6,Multipages,Nuit
412,119308730607095,2,Multipages,Nuit
413,119448492345227,5,Page 6,Weekend Jour
414,119455793641135,3,Page 2,Semaine Jour
415,119481888329548,2,Page 6,Semaine
416,119527702089640,5,Page 2,Pas de préférence
417,119740171029698,1,Multipages,Weekend
418,119752821679603,4,Page 4,Semaine
419,119860704563351,1,Page 4,Jour
420,119865911423102,0,Peu intéressé,Weekend
421,119880664771534,10,Multipages,Pas de préférence
422,119935431524907,0,Multipages,Nuit
423,119949922766313,2,Page 3,Weekend Nuit
424,119987142453062,0,Page 1,Jour
425,120010755699508,3,Page 2,Semaine
426,120028912476539,0,Multipages,Jour
427,120069360409261,6,Multipages,Jour
428,120163897325232,2,Multipages,Semaine Jour
429,120331193942945,7,Multipages,Semaine Nuit
430,120359797724571,6,Page 5,Semaine Nuit
431,120365880102321,2,Page 6,Semaine Nuit
432,120446517079694,8,Multipages,Semaine
433,120463786024187,4,Page 4,Semaine
434,120473577149961,2,Page 3,Nuit
435,120491532398804,3,Multipages,Semaine Nuit
436,120600250622475,6,Multipages,Semaine
437,120616127371820,6,Multipages,Semaine Jour
438,120624118384506,0,Page 1,Semaine Jour
439,120659139640866,1,Multipages,Semaine Jour
440,120736512642435,0,Multipages,Semaine Nuit
441,120737031939430,2,Page 2,Semaine
442,120790163835520,3,Multipages,Semaine Jour
443,120850443051198,0,Multipages,Semaine Nuit
444,120893171318708,3,Page 6,Semaine Jour
445,120907197044883,9,Multipages,Semaine Jour
446,121009856930535,10,Page 2,Semaine Jour
447,121018689682080,0,Page 4,Weekend Jour
448,121074880457236,7,Multipages,Pas de préférence
449,121117813349041,9,Page 3,Pas de préférence
450,121123889366788,0,Multipages,Pas de préférence
451,121134633541801,6,Multipages,Pas de préférence
452,121194189005065,6,Multipages,Pas de préférence
453,121286791213890,3,Page 4,Semaine Nuit
454,121377585570926,1,Page 6,Semaine Jour
455,121408297539494,10,Page 5,Weekend Nuit
456,121464931564125,2,Page 6,Semaine Jour
457,121521179977424,2,Page 2,Semaine Jour
458,121601875362326,0,Page 6,Semaine
459,121621717860464,6,Page 2,Semaine Nuit
460,121675532681052,0,Page 3,Weekend
461,121773834143820,2,Page 6,Semaine Jour
462,121796908893181,2,Page 5,Jour
463,121822436807815,1,Peu intéressé,Jour
464,121869928482665,0,Peu intéressé,Pas de préférence
465,121995833749684,3,Peu intéressé,Weekend
466,122082605182554,2,Multipages,Semaine Jour
467,122103352113979,5,Multipages,Semaine Nuit
468,122143821322505,0,Peu intéressé,Semaine Nuit
469,122371810555540,9,Page 5,Semaine Jour
470,122407638728791,6,Page 6,Weekend Jour
471,122416313149472,3,Page 4,Semaine Nuit
472,122504816568589,1,Multipages,Semaine
473,122509642664870,8,Page 4,Semaine Nuit
474,122580638083260,5,Page 4,Semaine
475,122601139152818,8,Multipages,Semaine Jour
476,122682343558725,8,Multipages,Semaine Nuit
477,122692632864800,0,Page 2,Pas de préférence
478,122698410725308,7,Multipages,Pas de préférence
479,122819831166799,6,Page 5,Weekend Jour
480,122859256823301,2,Multipages,Weekend Jour
481,122879151632916,8,Page 4,Pas de préférence
482,122919989097324,5,Multipages,Nuit
483,122947996038982,3,Multipages,Semaine Nuit
484,123000316748830,3,Multipages,Semaine Jour
485,123108339403448,6,Multipages,Semaine Nuit
486,123153656501443,7,Page 6,Semaine
487,123336456391116,0,Peu intéressé,Semaine Nuit
488,123391718361810,0,Peu intéressé,Semaine Jour
489,123423158009472,1,Page 2,Semaine
490,123445085366634,9,Page 5,Pas de préférence
491,123456637334383,6,Page 2,Semaine
492,123484932775550,7,Page 6,Semaine Jour
493,123609278027722,4,Multipages,Weekend Jour
494,123622131939533,11,Page 2,Semaine Jour
495,123635363841723,8,Page 5,Weekend Jour
496,123676006102415,3,Page 3,Weekend Nuit
497,123752155968003,4,Page 3,Weekend Jour
498,123812842526817,2,Page 6,Semaine Nuit
499,123870809588852,11,Multipages,Semaine Nuit
500,123874803792047,0,Multipages,Pas de préférence
501,123878263445148,3,Multipages,Pas de préférence
502,123878684291233,3,Page 3,Semaine Nuit
503,123917172990225,0,Page 5,Semaine
504,123941872765137,6,Page 6,Semaine Jour
505,123961911168753,2,Page 6,Semaine Nuit
506,123983714787381,2,Page 6,Weekend Nuit
507,124140007060869,2,Page 3,Semaine
508,124143976903472,3,Peu intéressé,Semaine Nuit
509,124175714489245,0,Page 1,Semaine Nuit
510,124183020839061,10,Peu intéressé,Weekend Jour
511,124194087613409,0,Multipages,Semaine Nuit
512,124248300059975,0,Multipages,Jour
513,124309244618013,0,Multipages,Semaine Nuit
514,124309336188844,2,Page 4,Semaine Jour
515,124318577779753,3,Multipages,Semaine
516,124441341569487,0,Page 4,Semaine
517,124465952113220,0,Page 1,Weekend Jour
518,124476001917968,6,Page 6,Weekend Jour
519,124616015649936,8,Peu intéressé,Weekend Jour
520,124628580742810,7,Peu intéressé,Semaine Nuit
521,124659844553948,0,Page 2,Semaine
522,124674385053737,3,Peu intéressé,Pas de préférence
523,124685384172431,2,Peu intéressé,Semaine Nuit
524,124738035470878,6,Page 3,Semaine Jour
525,124795386789949,9,Page 5,Semaine Nuit
526,124798640512674,3,Multipages,Pas de préférence
527,124829510629036,3,Page 5,Pas de préférence
528,124861485793045,7,Multipages,Semaine
529,124864507964377,2,Page 4,Semaine Jour
530,124932388905793,6,Page 3,Jour
531,125028642234208,9,Multipages,Nuit
532,125034081503412,10,Page 5,Weekend
533,125034276703501,11,Multipages,Weekend Nuit
534,125041916543123,2,Multipages,Weekend Jour
535,125088912923975,0,Page 5,Semaine Jour
536,125107517482451,3,Peu intéressé,Semaine Jour
537,125159555790032,0,Multipages,Semaine Nuit
538,125179305489817,0,Page 6,Semaine Nuit
539,125258056231997,0,Page 1,Jour
540,125279424866470,2,Page 2,Semaine Nuit
541,125399130515966,0,Multipages,Pas de préférence
542,125481464564114,3,Multipages,Semaine Nuit
543,125485530563575,6,Page 1,Weekend Jour
544,125567168608490,0,Peu intéressé,Semaine Jour
545,125574393030759,7,Page 6,Jour
546,125590325012757,10,Page 2,Semaine Nuit
547,125601769906632,1,Page 2,Semaine
548,125668012797564,0,Page 6,Semaine
549,125784739170282,2,Page 4,Semaine
550,125804142493596,4,Multipages,Semaine
551,125843515084403,4,Page 1,Semaine Nuit
552,126037666744301,1,Page 3,Semaine Nuit
553,126126985595122,0,Multipages,Pas de préférence
554,126137606158139,0,Peu intéressé,Semaine Jour
555,126247239975028,3,Peu intéressé,Semaine Jour
556,126390257452113,2,Multipages,Weekend Jour
557,126451207270918,3,Page 5,Semaine Nuit
558,126516849738201,3,Page 4,Semaine Nuit
559,126559992453410,3,Page 2,Semaine
560,126575206597882,5,Page 1,Semaine Jour
561,126582481672089,5,Page 2,Weekend
562,126645700858748,0,Page 1,Semaine Jour
563,126661137806193,0,Page 5,Semaine Nuit
564,126670212566127,6,Page 4,Semaine Jour
565,126717596890352,9,Page 4,Weekend Jour
566,126723574694203,2,Page 4,Pas de préférence
567,126845505448952,0,Page 6,Pas de préférence
568,126880212877484,2,Page 3,Semaine Nuit
569,126913349765211,0,Multipages,Pas de préférence
570,126913815149774,9,Peu intéressé,Semaine Jour
571,126981343224753,0,Multipages,Semaine
572,126993605416236,6,Peu intéressé,Semaine Jour
573,127144454438186,9,Multipages,Semaine Nuit
574,127154280201610,10,Peu intéressé,Semaine
575,127170281679056,5,Page 1,Pas de préférence
576,127172052194686,10,Page 4,Semaine Nuit
577,127182358678396,6,Multipages,Semaine
578,127216927781728,5,Page 6,Semaine Nuit
579,127238184533593,4,Page 5,Jour
580,127271911552482,2,Multipages,Jour
581,127288112322347,1,Page 2,Weekend
582,127448305132937,2,Multipages,Semaine
583,127526116395004,6,Multipages,Pas de préférence
584,127584816374647,2,Multipages,Semaine
585,127601118401236,8,Peu intéressé,Semaine Jour
586,127652342197704,2,Page 4,Semaine Jour
587,127670909706032,6,Page 5,Weekend
588,127688558708836,0,Page 5,Semaine Nuit
589,127712748909016,0,Multipages,Jour
590,127778390834823,6,Peu intéressé,Semaine Nuit
591,128018190628616,6,Page 3,Semaine
592,128073843521939,0,Page 2,Semaine Jour
593,128187877981852,9,Multipages,Semaine Nuit
594,128205212098612,6,Multipages,Nuit
595,128298356319555,6,Page 5,Semaine
596,128319504342129,5,Page 6,Semaine
597,128344938947360,2,Page 2,Semaine Nuit
598,128368039210976,0,Page 5,Semaine
599,128385956667031,3,Page 3,Semaine Nuit
600,128419683855311,10,Multipages,Semaine Nuit
601,128534163449074,2,Page 2,Semaine
602,128614422336286,0,Multipages,Pas de préférence
603,128648965344579,1,Page 5,Semaine
604,128673164481673,7,Page 5,Jour
605,128828725122426,6,Page 2,Semaine
606,128961780255514,2,Multipages,Semaine
607,129117306660132,2,Page 6,Pas de préférence
608,129179186572941,11,Page 6,Weekend
609,129183500566035,6,Page 6,Semaine Nuit
610,129371288580468,7,Multipages,Semaine
611,129453082088978,2,Page 2,Semaine Jour
612,129468165808612,3,Page 5,Semaine
613,129473528483171,6,Page 6,Semaine Nuit
614,129487386188806,4,Page 5,Pas de préférence
615,129492292878098,6,Page 5,Pas de préférence
616,129555965867853,3,Page 6,Semaine
617,129568610183222,6,Peu intéressé,Semaine
618,129576005408173,6,Page 4,Semaine Jour
619,129635345832638,11,Multipages,Semaine
620,129636738533796,5,Page 5,Semaine Nuit
