,user_id,is_presented_prospect,is_client,gender,age,session_count,avg_days_btw,sum_duration_in_min,device_type,device_browser,device_operating_system,device_language,country,CTC,click,sessions_before_first_ctc,clicks_before_first_ctc,time_online_before_first_ctc_in_sec,days_to_first_ctc,first_ctc_campaign_id,first_ctc_page,last_ctc_page,last_ctc_date,setup_cluster,user_preference,user_behavior
23,139542096184589,0,0,F,140,4,81.0,157.0,mobile,google,ios,EN,FR,1.0,16.0,1.0,9,4058.0,194,67bac78ff1,5,5,2023-08-13,5,Page 5,Weekday Nighttime
24,325033920249202,1,0,F,81,2,224.0,80.0,mobile,google,ios,FR,SP,1.0,4.0,0.0,2,2562.0,0,67bac78ff1,2,2,2023-04-28,4,Page 2,No preference
25,298326962145217,0,0,F,32,3,48.0,14.0,mobile,,android,FR,FR,1.0,20.0,1.0,15,655.0,37,73dc9eab7b,2,2,2023-08-02,0,Page 2,No preference
26,890304759974571,0,0,123,60,3,68.0,40.0,mobile,google,ios,FR,FR,1.0,15.0,1.0,9,1456.0,67,f28414dfd1,1,1,2023-06-29,4,Page 1,Daytime
27,312223188104863,1,0,F,133,8,43.0,216.0,mobile,google,ios,FR,FR,2.0,29.0,1.0,8,1124.0,4,f11dac0db6,2,6,2023-02-26,4,Multipages,Weekday
28,228375433603097,0,0,F,87,8,43.0,151.0,mobile,google,ios,EN,FR,1.0,38.0,5.0,31,4225.0,205,f28414dfd1,5,5,2023-07-29,5,Page 5,Weekend Nighttime
29,105865441433683,0,0,F,123,3,106.0,68.0,mobile,google,ios,FR,FR,1.0,12.0,0.0,4,748.0,0,67bac78ff1,2,2,2023-04-06,4,Page 2,Weekday Nighttime
30,277703567074931,1,0,M,139,4,91.0,121.0,mobile,bing,,FR,,1.0,16.0,3.0,16,6629.0,275,f28414dfd1,2,2,2023-12-30,7,Page 2,Weekday Nighttime
31,130342117482773,0,1,M,113,3,159.0,138.0,desktop,,windows,,FR,1.0,7.0,1.0,4,4606.0,114,f11dac0db6,2,2,2023-05-19,3,Page 2,No preference
32,588871111106979,1,1,M,74,5,41.0,130.0,desktop,google,windows,,SP,1.0,17.0,3.0,12,4704.0,151,7b9f593535,5,5,2023-09-28,11,Page 5,No preference
33,271600703686886,0,0,F,127,3,65.0,127.0,mobile,google,ios,FR,,2.0,5.0,1.0,4,4861.0,54,45c82b38c6,2,4,2023-05-28,4,Multipages,Daytime
34,330873009995389,0,0,M,90,7,48.0,242.0,mobile,google,ios,FR,FR,1.0,30.0,1.0,9,3173.0,17,f115ad964e,6,6,2023-02-18,4,Page 6,No preference
35,320747225141430,1,1,F,41,4,59.0,98.0,desktop,google,windows,,FR,2.0,16.0,0.0,5,616.0,0,9fa01fb1a0,1,5,2023-07-27,1,Multipages,Weekday Nighttime
36,132987646075868,0,0,M,65,5,58.0,203.0,mobile,,ios,FR,UK,1.0,17.0,0.0,5,1643.0,0,67bac78ff1,1,1,2023-03-02,2,Page 1,Weekday
37,324322672896445,0,0,F,75,7,42.0,172.0,desktop,google,windows,,FR,1.0,34.0,0.0,6,540.0,0,9fa01fb1a0,1,1,2023-01-22,1,Page 1,Nighttime
38,319127655676320,0,0,M,104,5,16.0,89.0,mobile,google,android,FR,FR,2.0,12.0,0.0,2,223.0,0,f115ad964e,3,4,2023-03-18,6,Multipages,Weekday Nighttime
39,126670212566127,0,0,F,91,5,87.0,184.0,mobile,yahoo,ios,FR,FR,1.0,30.0,4.0,30,10685.0,351,67bac78ff1,4,4,2023-12-29,2,Page 4,Weekday Daytime
40,212387479054728,0,0,F,72,3,102.0,43.0,desktop,bing,windows,,FR,1.0,16.0,0.0,3,247.0,0,f115ad964e,2,2,2023-03-07,8,Page 2,Weekday Daytime
41,715818335680461,1,0,F,118,8,46.0,227.0,desktop,yahoo,windows,,FR,1.0,41.0,3.0,19,4008.0,190,73dc9eab7b,6,6,2023-07-11,3,Page 6,Weekday Nighttime
42,142308634511578,0,0,F,39,3,29.0,91.0,mobile,google,android,EN,FR,1.0,12.0,2.0,12,5334.0,59,f28414dfd1,2,2,2023-11-27,9,Page 2,Weekday Daytime
43,273250772298272,0,0,M,112,4,102.0,160.0,mobile,google,ios,FR,SP,1.0,9.0,1.0,4,4363.0,227,f115ad964e,2,2,2023-09-12,4,Page 2,Weekday Nighttime
44,117820493603206,1,1,F,84,4,44.0,105.0,mobile,google,ios,FR,FR,1.0,19.0,3.0,19,6147.0,134,73dc9eab7b,1,1,2023-12-03,4,Page 1,Nighttime
45,940940989269712,0,0,F,61,6,44.0,222.0,desktop,google,windows,,FR,2.0,24.0,0.0,6,3037.0,0,67bac78ff1,1,4,2023-06-06,1,Multipages,No preference
46,313607169332056,1,0,F,45,9,26.0,277.0,desktop,,windows,,FR,2.0,31.0,2.0,9,5386.0,102,67bac78ff1,6,2,2023-08-13,3,Multipages,Weekday
47,328757047912718,0,0,F,80,9,39.0,252.0,mobile,google,ios,FR,FR,3.0,35.0,1.0,4,2626.0,14,f115ad964e,2,2,2023-07-06,4,Multipages,No preference
48,251618001999752,0,0,F,46,3,143.0,84.0,mobile,bing,ios,FR,FR,1.0,10.0,2.0,10,4837.0,287,,5,5,2023-10-18,7,Page 5,Weekday
49,569281560809254,0,0,M,101,3,166.0,106.0,mobile,,ios,Other,,1.0,15.0,0.0,7,1789.0,0,67bac78ff1,3,3,2023-01-24,2,Page 3,Daytime
50,211231979923694,0,0,123,91,5,69.0,103.0,desktop,yahoo,windows,,FR,1.0,24.0,3.0,19,3596.0,236,67bac78ff1,2,2,2023-11-17,3,Page 2,Weekday
51,301760242973258,0,1,F,47,4,26.0,149.0,mobile,,android,FR,FR,1.0,18.0,2.0,13,6261.0,15,67bac78ff1,2,2,2023-07-18,0,Page 2,Weekday Daytime
52,116318404063013,0,0,F,26,3,45.0,76.0,mobile,google,android,FR,FR,1.0,11.0,1.0,9,2700.0,60,242649bfe1,3,3,2023-07-16,6,Page 3,Weekday Nighttime
53,332392718277262,0,0,M,94,4,110.0,104.0,desktop,,windows,,FR,1.0,18.0,0.0,3,283.0,0,7b9f593535,6,6,2023-01-04,3,Page 6,Weekday Daytime
54,102580251877353,0,0,F,43,5,83.0,202.0,mobile,,android,FR,FR,2.0,25.0,0.0,7,1706.0,0,f28414dfd1,1,5,2023-03-22,0,Multipages,Weekday Daytime
55,235380495393742,1,0,M,54,2,76.0,46.0,mobile,google,android,FR,FR,1.0,11.0,0.0,5,1236.0,0,45c82b38c6,4,4,2023-01-24,6,Page 4,Weekday Daytime
56,173936122893282,0,0,M,100,2,3.0,92.0,mobile,google,ios,FR,FR,1.0,13.0,1.0,13,4928.0,3,73dc9eab7b,3,3,2023-07-13,4,Page 3,Weekday
57,151690700307581,0,0,F,24,7,35.0,191.0,desktop,google,windows,,FR,1.0,37.0,5.0,34,10104.0,160,67bac78ff1,4,4,2023-08-11,1,Page 4,Weekday
58,337370919021585,0,0,123,37,7,46.0,247.0,desktop,yahoo,windows,,FR,1.0,21.0,6.0,21,12396.0,280,f115ad964e,1,1,2023-11-23,3,Page 1,Weekday
59,223294172328577,0,0,F,33,4,108.0,162.0,mobile,bing,ios,FR,FR,2.0,12.0,1.0,6,4319.0,3,242649bfe1,3,3,2023-12-29,7,Page 3,Weekday
60,163538400609190,1,0,M,37,5,50.0,145.0,,yahoo,,,FR,1.0,21.0,4.0,21,8666.0,203,67bac78ff1,4,4,2023-08-17,10,Page 4,No preference
61,324846350771855,0,0,M,56,5,48.0,127.0,mobile,google,ios,EN,FR,1.0,24.0,2.0,9,3095.0,154,73dc9eab7b,4,4,2023-09-17,5,Page 4,Daytime
62,588701936079571,1,0,M,116,4,99.0,74.0,mobile,yahoo,ios,EN,FR,1.0,12.0,2.0,11,2207.0,248,f11dac0db6,4,4,2023-09-30,5,Page 4,Weekday Daytime
63,174281536719496,1,0,F,126,7,59.0,287.0,mobile,google,ios,FR,FR,1.0,26.0,0.0,2,1385.0,0,67bac78ff1,5,5,2023-01-05,4,Page 5,Daytime
64,136864632496909,0,0,M,92,2,123.0,13.0,,google,,,FR,1.0,14.0,1.0,14,788.0,123,f115ad964e,6,6,2023-07-03,10,Page 6,Weekday Daytime
65,498083056229525,0,0,,64,2,148.0,110.0,mobile,google,ios,,FR,1.0,8.0,1.0,8,4519.0,148,67bac78ff1,3,3,2023-07-11,4,Page 3,Nighttime
66,169964003419077,1,0,M,77,3,53.0,135.0,mobile,yahoo,ios,EN,FR,1.0,14.0,2.0,14,8062.0,106,45c82b38c6,5,5,2023-04-27,5,Page 5,Weekday
67,953344159241061,0,0,M,138,6,55.0,174.0,desktop,google,windows,,FR,1.0,25.0,0.0,3,715.0,0,f11dac0db6,6,6,2023-01-25,1,Page 6,Weekday Daytime
68,327816747546037,0,0,M,52,3,103.0,58.0,desktop,google,windows,,FR,1.0,13.0,3.0,14,3141.0,206,95137568bf,6,6,2023-08-20,1,Page 6,Weekday Daytime
69,164286249285173,0,0,F,121,5,58.0,120.0,mobile,google,android,EN,FR,1.0,23.0,2.0,10,4274.0,45,7b9f593535,4,4,2023-04-27,9,Page 4,Weekend Daytime
70,750687949655040,0,1,F,72,2,6.0,71.0,mobile,google,android,FR,FR,1.0,6.0,0.0,2,2787.0,0,45c82b38c6,4,4,2023-07-06,6,Page 4,Weekday
71,118666819298588,1,0,M,114,9,36.0,258.0,mobile,google,ios,FR,FR,1.0,37.0,0.0,11,2867.0,0,f11dac0db6,4,4,2023-01-01,4,Page 4,No preference
72,207727032807187,0,0,F,39,4,76.0,81.0,mobile,yahoo,ios,FR,FR,2.0,16.0,1.0,10,3930.0,17,73dc9eab7b,5,6,2023-10-03,2,Multipages,Weekday Daytime
73,145555939735013,1,0,F,32,3,53.0,134.0,mobile,google,android,FR,FR,1.0,8.0,0.0,2,3115.0,0,67bac78ff1,1,1,2023-06-04,6,Page 1,No preference
74,147207662402631,0,0,F,116,4,54.0,133.0,mobile,google,android,FR,FR,1.0,17.0,1.0,10,2251.0,127,73dc9eab7b,6,6,2023-07-29,6,Page 6,No preference
75,977372070415981,0,0,F,39,6,60.0,137.0,mobile,google,ios,FR,FR,1.0,21.0,1.0,3,2138.0,54,67bac78ff1,1,1,2023-03-29,4,Page 1,No preference
76,740209493625059,0,0,F,35,10,37.0,198.0,desktop,google,windows,,FR,1.0,44.0,0.0,3,1283.0,0,242649bfe1,5,5,2023-01-14,1,Page 5,Weekday
77,175783305516725,0,0,M,67,4,57.0,144.0,mobile,,ios,FR,FR,1.0,13.0,1.0,7,3810.0,75,9fa01fb1a0,5,5,2023-06-11,2,Page 5,Weekday Daytime
78,134245321011678,0,0,M,78,5,80.0,177.0,desktop,yahoo,windows,,FR,1.0,20.0,1.0,9,4741.0,41,45c82b38c6,6,6,2023-03-15,3,Page 6,Weekday Daytime
79,183564467055245,0,0,F,107,6,61.0,207.0,mobile,google,ios,FR,,1.0,16.0,0.0,4,2566.0,0,f28414dfd1,4,4,2023-01-21,4,Page 4,Daytime
80,705431783327024,0,0,M,116,4,34.0,186.0,mobile,google,ios,FR,FR,1.0,23.0,3.0,23,10321.0,102,95137568bf,6,6,2023-05-03,4,Page 6,Weekday Nighttime
81,132497255589396,0,0,F,87,3,125.0,118.0,mobile,google,ios,FR,FR,1.0,12.0,0.0,3,1833.0,0,73dc9eab7b,4,4,2023-01-28,4,Page 4,Weekend Daytime
82,296982413273233,1,0,F,21,4,94.0,100.0,mobile,google,ios,EN,FR,1.0,13.0,0.0,3,1719.0,0,67bac78ff1,5,5,2023-02-01,5,Page 5,Weekday Daytime
83,149433504590233,0,0,F,113,6,68.0,266.0,mobile,google,ios,FR,FR,1.0,22.0,2.0,9,6015.0,121,f28414dfd1,3,3,2023-05-15,4,Page 3,No preference
84,294805176870292,1,0,M,77,4,62.0,143.0,mobile,google,android,EN,FR,1.0,21.0,0.0,9,2831.0,0,45c82b38c6,6,6,2023-01-27,9,Page 6,Weekday Nighttime
85,143136900146114,0,0,F,101,4,32.0,135.0,mobile,google,android,FR,FR,1.0,19.0,1.0,7,2410.0,37,73dc9eab7b,3,3,2023-09-30,6,Page 3,Nighttime
86,298956792348902,0,0,M,43,3,56.0,86.0,mobile,bing,android,FR,UK,1.0,12.0,0.0,4,1399.0,0,7b9f593535,2,2,2023-02-13,0,Page 2,Weekday Nighttime
87,816686996995067,0,0,M,62,6,39.0,162.0,mobile,,ios,FR,FR,1.0,24.0,3.0,18,7155.0,161,f115ad964e,3,3,2023-07-15,2,Page 3,Weekday
88,205650803465625,0,0,F,103,3,75.0,122.0,mobile,google,ios,FR,FR,2.0,12.0,0.0,5,2363.0,0,67bac78ff1,4,5,2023-10-02,4,Multipages,No preference
89,192434111620597,0,0,F,134,5,76.0,161.0,mobile,google,ios,FR,FR,2.0,28.0,1.0,10,3016.0,63,67bac78ff1,2,6,2023-12-15,4,Multipages,Daytime
90,263371965176792,0,0,F,55,10,37.0,308.0,mobile,google,android,FR,FR,1.0,38.0,6.0,23,12821.0,231,67bac78ff1,5,5,2023-09-11,6,Page 5,No preference
91,331123285110960,1,0,F,50,4,62.0,103.0,desktop,,windows,,FR,1.0,13.0,1.0,7,4605.0,103,45c82b38c6,1,1,2023-06-02,3,Page 1,No preference
92,305600527992060,0,0,F,79,4,47.0,126.0,mobile,google,ios,FR,,2.0,17.0,1.0,5,3582.0,1,45c82b38c6,4,6,2023-05-24,4,Multipages,Weekday Nighttime
93,267152467356215,0,0,F,44,9,43.0,323.0,mobile,google,android,EN,FR,3.0,38.0,0.0,7,1208.0,0,73dc9eab7b,2,2,2023-07-28,9,Page 2,Weekday Daytime
94,521384738360312,0,0,F,55,3,94.0,61.0,mobile,bing,android,EN,UK,1.0,8.0,1.0,5,1117.0,36,9fa01fb1a0,1,1,2023-04-23,9,Page 1,Weekday Nighttime
95,239922178879888,1,0,F,31,6,35.0,176.0,mobile,google,ios,,FR,1.0,29.0,5.0,29,10373.0,178,7b9f593535,4,4,2023-08-10,4,Page 4,Nighttime
96,273883830832411,0,1,F,34,2,0.0,74.0,mobile,google,android,FR,FR,1.0,6.0,0.0,1,528.0,0,f11dac0db6,3,3,2023-08-20,6,Page 3,Weekday Nighttime
97,247464336349771,0,0,F,140,6,46.0,204.0,desktop,,windows,,FR,1.0,18.0,3.0,11,6649.0,58,67bac78ff1,1,1,2023-05-01,3,Page 1,Nighttime
98,168938109972730,1,0,F,128,5,86.0,150.0,desktop,google,windows,,FR,1.0,18.0,0.0,1,1191.0,0,67bac78ff1,6,6,2023-01-14,1,Page 6,Weekday
99,309941760500570,0,0,F,52,4,81.0,157.0,desktop,google,windows,,FR,2.0,15.0,1.0,5,2813.0,0,242649bfe1,3,5,2023-09-28,1,Multipages,Weekday
100,223196495690144,0,0,F,105,3,151.0,119.0,desktop,google,windows,,FR,1.0,9.0,1.0,5,4788.0,254,67bac78ff1,2,2,2023-09-22,1,Page 2,Weekday Nighttime
101,260196213081458,0,0,M,111,4,103.0,189.0,mobile,yahoo,ios,EN,FR,2.0,13.0,2.0,13,7466.0,229,67bac78ff1,6,1,2023-12-03,5,Multipages,Weekday
102,148544701220661,0,0,F,129,7,46.0,192.0,desktop,google,windows,,FR,1.0,27.0,2.0,9,4711.0,117,f115ad964e,2,2,2023-05-22,1,Page 2,Weekday
103,312852784470071,0,0,F,53,2,11.0,97.0,mobile,bing,ios,FR,FR,1.0,12.0,1.0,12,5598.0,11,73dc9eab7b,2,2,2023-03-20,7,Page 2,Weekday Daytime
104,270019618673197,0,1,F,71,7,34.0,207.0,mobile,google,android,EN,FR,3.0,23.0,0.0,4,1506.0,0,7b9f593535,3,2,2023-08-19,9,Multipages,Weekday
105,202710460246891,0,0,M,119,4,62.0,102.0,desktop,bing,windows,,FR,1.0,16.0,3.0,16,5746.0,187,73dc9eab7b,5,5,2023-11-02,8,Page 5,Nighttime
106,322737566285063,1,0,F,119,4,85.0,180.0,mobile,,ios,FR,FR,1.0,18.0,3.0,18,10733.0,257,67bac78ff1,2,2,2023-09-29,2,Page 2,Nighttime
107,296271421957850,0,0,F,33,7,52.0,277.0,,yahoo,,,FR,1.0,25.0,1.0,8,3062.0,29,67bac78ff1,2,2,2023-02-08,10,Page 2,Daytime
108,128648965344579,1,0,M,25,2,82.0,47.0,desktop,bing,windows,,FR,1.0,7.0,1.0,7,1832.0,82,67bac78ff1,5,5,2023-07-27,8,Page 5,Weekday
109,157713419856697,1,0,123,104,6,63.0,200.0,mobile,google,android,Other,FR,2.0,20.0,0.0,3,1238.0,0,67bac78ff1,5,6,2023-08-27,6,Multipages,Weekend
110,106690133713482,1,0,F,55,3,107.0,97.0,mobile,google,ios,FR,FR,1.0,8.0,2.0,4,3198.0,134,f115ad964e,2,2,2023-06-06,4,Page 2,Weekday
111,271767321637159,0,0,F,43,8,34.0,192.0,mobile,bing,android,FR,,2.0,22.0,4.0,15,6645.0,158,73dc9eab7b,5,6,2023-12-11,0,Multipages,Weekday
112,344506109540804,0,0,F,122,3,106.0,127.0,mobile,google,ios,FR,FR,1.0,6.0,1.0,5,4176.0,115,73dc9eab7b,5,5,2023-05-14,4,Page 5,Weekend Daytime
113,265305206470705,0,0,F,41,4,112.0,103.0,mobile,google,ios,,FR,1.0,14.0,0.0,2,257.0,0,f115ad964e,3,3,2023-01-24,4,Page 3,Daytime
114,140515707938825,0,1,F,131,4,56.0,116.0,desktop,bing,windows,,FR,1.0,15.0,2.0,11,3162.0,79,ca98f07be2,1,1,2023-07-04,8,Page 1,No preference
115,113297568005143,0,1,M,53,3,139.0,29.0,mobile,bing,ios,FR,FR,1.0,11.0,0.0,1,64.0,0,f115ad964e,6,6,2023-01-13,7,Page 6,Weekday Daytime
116,311950200746195,0,0,F,82,3,148.0,58.0,mobile,google,android,FR,FR,1.0,9.0,1.0,7,2588.0,192,67bac78ff1,3,3,2023-07-30,6,Page 3,Weekday Daytime
117,185946052496249,0,0,,120,5,38.0,155.0,mobile,google,android,FR,FR,1.0,21.0,0.0,2,1719.0,0,f11dac0db6,3,3,2023-05-24,6,Page 3,Weekday Nighttime
118,234628136022693,0,0,F,46,4,82.0,95.0,desktop,bing,windows,,FR,1.0,19.0,3.0,19,5554.0,247,7b9f593535,4,4,2023-11-10,8,Page 4,No preference
119,338187787083137,1,0,F,99,3,120.0,56.0,mobile,google,ios,FR,FR,1.0,11.0,0.0,1,95.0,0,73dc9eab7b,1,1,2023-03-01,4,Page 1,Weekend Daytime
120,128018190628616,0,0,F,88,3,39.0,78.0,mobile,,ios,FR,FR,1.0,12.0,0.0,3,529.0,0,45c82b38c6,3,3,2023-02-17,2,Page 3,Weekday
121,246664126434610,0,0,F,52,5,33.0,138.0,desktop,yahoo,windows,,FR,1.0,14.0,3.0,11,6463.0,125,f28414dfd1,4,4,2023-10-02,3,Page 4,Weekday Daytime
122,673569802558343,0,0,F,34,4,44.0,134.0,,google,,,FR,1.0,22.0,2.0,19,6599.0,87,f115ad964e,6,6,2023-04-24,10,Page 6,Weekday Daytime
123,745320651198834,0,0,M,89,5,65.0,174.0,mobile,bing,android,FR,FR,1.0,18.0,3.0,15,9688.0,254,,1,1,2023-11-27,0,Page 1,No preference
124,332205493510718,0,0,F,62,4,79.0,112.0,desktop,google,windows,,,1.0,13.0,2.0,9,4738.0,193,73dc9eab7b,3,3,2023-09-04,11,Page 3,Weekday Nighttime
125,189754386708573,0,0,M,132,6,50.0,238.0,mobile,google,android,FR,FR,2.0,12.0,4.0,11,9033.0,232,f115ad964e,5,1,2023-11-20,6,Multipages,Weekday Nighttime
126,325084929337569,1,0,F,80,4,60.0,135.0,desktop,,windows,,FR,1.0,23.0,3.0,23,7986.0,180,67bac78ff1,2,2,2023-10-06,3,Page 2,Weekday Nighttime
127,308202668183546,0,0,M,120,3,94.0,95.0,mobile,google,ios,FR,FR,1.0,12.0,0.0,4,1341.0,0,f28414dfd1,2,2,2023-04-08,4,Page 2,Weekend
128,159208405879489,0,0,M,46,3,50.0,83.0,mobile,yahoo,ios,FR,FR,2.0,13.0,0.0,4,146.0,0,95137568bf,1,3,2023-12-10,2,Multipages,Weekday Daytime
129,267749316643473,0,0,M,129,3,137.0,43.0,mobile,bing,,FR,FR,1.0,17.0,1.0,15,2169.0,9,f28414dfd1,4,4,2023-01-24,7,Page 4,No preference
130,100786567804279,1,0,M,21,4,53.0,135.0,mobile,yahoo,ios,EN,FR,1.0,20.0,0.0,5,2255.0,0,f28414dfd1,2,2,2023-07-05,5,Page 2,Weekday Nighttime
131,141338867138271,1,0,M,85,5,51.0,206.0,mobile,google,android,FR,FR,1.0,17.0,3.0,15,8356.0,174,73dc9eab7b,3,3,2023-11-28,6,Page 3,Weekday Nighttime
132,232686640860419,1,0,F,105,3,78.0,108.0,desktop,,windows,,FR,1.0,14.0,2.0,14,6455.0,156,f11dac0db6,5,5,2023-10-03,3,Page 5,Daytime
133,705420276766382,1,0,M,37,3,41.0,103.0,mobile,google,ios,FR,FR,1.0,7.0,2.0,7,4706.0,83,f11dac0db6,2,2,2023-08-04,4,Page 2,Weekday Daytime
134,193743844189352,1,0,F,123,3,83.0,156.0,,google,,,FR,1.0,7.0,1.0,5,5538.0,117,67bac78ff1,3,3,2023-10-03,10,Page 3,Weekday
135,165986603926392,0,0,F,57,5,27.0,194.0,mobile,yahoo,ios,EN,FR,1.0,21.0,4.0,21,9896.0,110,45c82b38c6,6,6,2023-11-10,5,Page 6,Weekday Daytime
136,307687101367189,0,0,F,22,10,27.0,359.0,desktop,bing,windows,,FR,1.0,47.0,3.0,19,6501.0,190,67bac78ff1,1,1,2023-09-15,8,Page 1,No preference
137,239984144693535,1,0,F,70,6,63.0,164.0,mobile,google,ios,FR,FR,2.0,21.0,1.0,5,2032.0,43,f115ad964e,1,2,2023-11-02,4,Multipages,Daytime
138,132568325224696,1,0,M,99,4,81.0,63.0,mobile,yahoo,ios,FR,FR,1.0,18.0,2.0,16,3224.0,201,7b9f593535,5,5,2023-08-02,2,Page 5,Weekday Nighttime
139,177161705939102,0,0,F,70,6,57.0,91.0,mobile,bing,ios,FR,FR,2.0,17.0,2.0,9,4805.0,103,73dc9eab7b,4,2,2023-06-13,7,Multipages,Weekday
140,309355656630769,1,0,F,74,7,30.0,201.0,mobile,google,ios,FR,FR,1.0,32.0,0.0,4,853.0,0,f28414dfd1,5,5,2023-05-26,4,Page 5,Nighttime
141,687543029148176,0,0,M,68,5,21.0,155.0,desktop,,windows,,UK,1.0,18.0,3.0,14,5670.0,79,73dc9eab7b,2,2,2023-12-25,11,Page 2,Weekday
142,185568837502989,0,0,M,22,3,122.0,50.0,mobile,yahoo,android,FR,FR,1.0,15.0,0.0,1,583.0,0,95137568bf,4,4,2023-03-23,0,Page 4,Weekday
143,512373328987740,1,0,M,53,5,74.0,184.0,mobile,,ios,FR,FR,1.0,12.0,2.0,5,3336.0,45,67bac78ff1,6,6,2023-03-15,2,Page 6,Weekday Nighttime
144,137143627420675,0,0,M,135,4,106.0,158.0,desktop,bing,windows,,FR,1.0,20.0,3.0,20,9234.0,320,242649bfe1,6,6,2023-12-12,8,Page 6,Weekday Nighttime
