,user_id,session_count,avg_days_btw,sum_duration_in_min,avg_duration_in_min,visits_p1,visits_p2,visits_p3,visits_p4,visits_p5,visits_p6,time_in_sec_p1,time_in_sec_p2,time_in_sec_p3,time_in_sec_p4,time_in_sec_p5,time_in_sec_p6,ctc_p1,ctc_p2,ctc_p3,ctc_p4,ctc_p5,ctc_p6,perc_time_p1,perc_time_p2,perc_time_p3,perc_time_p4,perc_time_p5,perc_time_p6,minutes_mon,minutes_tue,minutes_wed,minutes_thu,minutes_fri,minutes_sat,minutes_sun,avg_mon,avg_tue,avg_wed,avg_thu,avg_fri,avg_sat,avg_sun,minutes_afternoon,minutes_evening,minutes_morning,minutes_night,avg_afternoon,avg_evening,avg_morning,avg_night,device_type,device_browser,device_operating_system,device_language,country,first_visit_campaign_id,first_visit_medium,first_visit_referrer
16,100563888230738,4,98.0,127.0,32.0,4.0,2.0,0.0,3.0,2.0,3.0,1142.0,1084.0,0.0,3668.0,410.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1501248849743657,0.14250032864466938,0.0,0.48218745891941633,0.053897725778887864,0.17128960168266072,0.0,79.0,0.0,0.0,22.0,26.0,0.0,0.0,40.0,0.0,0.0,22.0,26.0,0.0,26.0,0.0,79.0,22.0,26.0,0.0,40.0,22.0,mobile,google,,FR,FR,73dc9eab7b,organic,google
17,100564800726452,3,56.0,98.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,41.0,53.0,0.0,4.0,0.0,0.0,0.0,41.0,53.0,0.0,0.0,94.0,4.0,0.0,0.0,47.0,4.0,mobile,google,ios,Other,FR,,,
18,100612816824435,3,112.0,136.0,45.0,1.0,2.0,2.0,2.0,2.0,2.0,1037.0,1161.0,636.0,123.0,1893.0,3332.0,0.0,1.0,1.0,0.0,0.0,0.0,0.12674162796382302,0.1418968467367392,0.0777316059643119,0.015032999266682962,0.2313615252994378,0.4072353947690051,55.0,0.0,0.0,0.0,0.0,0.0,81.0,55.0,0.0,0.0,0.0,0.0,0.0,41.0,55.0,0.0,30.0,51.0,55.0,0.0,30.0,51.0,desktop,google,windows,,FR,f11dac0db6,paid,google
19,100642478155651,4,95.0,136.0,34.0,1.0,4.0,5.0,3.0,3.0,5.0,91.0,851.0,751.0,1066.0,2607.0,2807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01113422243974061,0.10412333292548635,0.09188792365104613,0.13042946286553286,0.3189771197846568,0.34344793833353726,0.0,0.0,0.0,0.0,42.0,48.0,46.0,0.0,0.0,0.0,0.0,42.0,48.0,23.0,42.0,0.0,46.0,48.0,42.0,0.0,23.0,48.0,mobile,google,android,FR,FR,45c82b38c6,paid,google
20,100668016435583,2,128.0,86.0,43.0,1.0,0.0,2.0,3.0,0.0,1.0,686.0,0.0,2807.0,1381.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13325563325563325,0.0,0.5452602952602953,0.26825951825951827,0.0,0.053224553224553224,0.0,0.0,0.0,59.0,0.0,0.0,26.0,0.0,0.0,0.0,59.0,0.0,0.0,26.0,0.0,59.0,26.0,0.0,0.0,59.0,26.0,0.0,mobile,google,ios,FR,FR,67bac78ff1,affiliation,awin
21,100683184669856,5,21.0,142.0,28.0,3.0,3.0,6.0,7.0,2.0,2.0,481.0,545.0,4779.0,1459.0,168.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05657492354740061,0.0641025641025641,0.5621030345800988,0.1716066807809927,0.019760056457304165,0.1258527405316396,0.0,70.0,9.0,0.0,34.0,28.0,0.0,0.0,35.0,9.0,0.0,34.0,28.0,0.0,28.0,70.0,0.0,43.0,28.0,35.0,0.0,22.0,desktop,google,windows,,FR,45c82b38c6,link,
22,100786567804279,4,53.0,135.0,34.0,3.0,5.0,2.0,7.0,2.0,2.0,1488.0,2688.0,194.0,2305.0,604.0,847.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18311592419394537,0.3307900566084174,0.02387398474033965,0.28365739601279844,0.07432931331528428,0.10423332512921486,0.0,0.0,79.0,23.0,0.0,0.0,33.0,0.0,0.0,39.0,23.0,0.0,0.0,33.0,0.0,23.0,34.0,78.0,0.0,23.0,34.0,39.0,mobile,yahoo,ios,EN,FR,f28414dfd1,organic,google
23,100812489236971,6,53.0,198.0,33.0,4.0,5.0,10.0,2.0,3.0,4.0,419.0,2444.0,4341.0,416.0,1886.0,2376.0,0.0,1.0,1.0,0.0,0.0,1.0,0.03526342366604949,0.20568927789934355,0.36534253492678,0.0350109409190372,0.15872748695505806,0.1999663356337317,53.0,26.0,57.0,11.0,0.0,51.0,0.0,53.0,13.0,57.0,11.0,0.0,51.0,0.0,79.0,51.0,68.0,0.0,39.0,26.0,34.0,0.0,mobile,google,ios,EN,FR,7b9f593535,paid,google
24,100848525954940,1,0.0,26.0,26.0,1.0,0.0,0.0,4.0,1.0,0.0,106.0,0.0,0.0,693.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06914546640574037,0.0,0.0,0.4520547945205479,0.47879973907371165,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,mobile,google,ios,EN,FR,67bac78ff1,organic,google
25,100894358098825,8,30.0,223.0,28.0,6.0,6.0,5.0,7.0,8.0,6.0,2459.0,1141.0,1947.0,2918.0,3547.0,1369.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18376802929526942,0.08527015918092819,0.14550482026754352,0.2180703983259846,0.2650773484791869,0.10230924445108737,33.0,0.0,39.0,42.0,55.0,54.0,0.0,33.0,0.0,19.0,42.0,28.0,27.0,0.0,80.0,87.0,56.0,0.0,27.0,43.0,19.0,0.0,mobile,,ios,FR,,67bac78ff1,organic,google
26,101067565327506,6,51.0,196.0,33.0,6.0,3.0,8.0,2.0,3.0,2.0,4224.0,403.0,4323.0,463.0,1033.0,1339.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3584217225286381,0.03419601187950785,0.36682223165040306,0.03928722952906237,0.0876537971998303,0.11361900721255834,0.0,45.0,56.0,47.0,0.0,48.0,0.0,0.0,45.0,28.0,47.0,0.0,24.0,0.0,0.0,45.0,14.0,137.0,0.0,45.0,14.0,34.0,desktop,google,windows,,FR,95137568bf,paid,google
27,101069322454572,3,155.0,114.0,38.0,1.0,1.0,1.0,2.0,0.0,4.0,82.0,229.0,822.0,2575.0,0.0,3113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01202169769828471,0.03357278991350242,0.12051018912182965,0.3775106289400381,0.0,0.4563846943263451,59.0,0.0,0.0,0.0,54.0,0.0,0.0,59.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,38.0,0.0,,google,,,FR,67bac78ff1,paid,google
28,101114577586899,3,91.0,137.0,46.0,4.0,5.0,2.0,4.0,0.0,1.0,3334.0,2047.0,783.0,1770.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40544813328468926,0.24893591146783411,0.09522072236410069,0.21524990879241152,0.0,0.03514532409096437,0.0,48.0,60.0,29.0,0.0,0.0,0.0,0.0,48.0,60.0,29.0,0.0,0.0,0.0,60.0,0.0,0.0,77.0,60.0,0.0,0.0,39.0,desktop,google,windows,,FR,f28414dfd1,paid,google
29,101219907048879,1,0.0,23.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1250.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8922198429693077,0.10778015703069237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,mobile,google,android,FR,FR,f28414dfd1,organic,google
30,101220218245413,1,0.0,7.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,337.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8531645569620253,0.1468354430379747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,mobile,yahoo,ios,FR,FR,,organic,google
31,101223760936240,4,82.0,53.0,13.0,1.0,7.0,5.0,1.0,1.0,4.0,339.0,661.0,705.0,403.0,22.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10660377358490566,0.2078616352201258,0.22169811320754718,0.12672955974842767,0.006918238993710692,0.330188679245283,9.0,0.0,12.0,29.0,0.0,0.0,2.0,9.0,0.0,12.0,29.0,0.0,0.0,2.0,2.0,29.0,12.0,9.0,2.0,29.0,12.0,9.0,mobile,bing,ios,FR,FR,f28414dfd1,paid,google
32,101231079852437,1,0.0,29.0,29.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,443.0,0.0,777.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583090379008746,0.0,0.4530612244897959,0.2886297376093295,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,mobile,google,ios,EN,FR,67bac78ff1,affiliation,affise
33,101327452230819,4,74.0,118.0,30.0,3.0,2.0,1.0,4.0,3.0,7.0,246.0,621.0,27.0,2858.0,97.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034701650444350404,0.0876005078290309,0.003808717731696995,0.4031598250811116,0.013683171110170688,0.45704612780363946,0.0,0.0,0.0,0.0,0.0,6.0,112.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,46.0,6.0,0.0,66.0,46.0,6.0,0.0,33.0,desktop,google,windows,,UK,45c82b38c6,paid,google
34,101506171406346,3,116.0,64.0,21.0,1.0,1.0,3.0,2.0,1.0,1.0,57.0,39.0,2306.0,459.0,371.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014766839378238342,0.010103626943005182,0.5974093264248704,0.11891191709844559,0.0961139896373057,0.16269430051813472,0.0,7.0,0.0,29.0,0.0,0.0,28.0,0.0,7.0,0.0,29.0,0.0,0.0,28.0,7.0,0.0,57.0,0.0,7.0,0.0,29.0,0.0,,bing,,,,242649bfe1,affiliation,awin
35,101546062981895,3,125.0,112.0,37.0,3.0,4.0,1.0,3.0,4.0,5.0,464.0,1694.0,69.0,1741.0,1336.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911961865037985,0.2523461939520334,0.01027856398033666,0.25934753463429167,0.1990168330105765,0.20989125577238193,0.0,39.0,0.0,0.0,0.0,37.0,36.0,0.0,39.0,0.0,0.0,0.0,37.0,36.0,39.0,0.0,36.0,37.0,39.0,0.0,36.0,37.0,desktop,,windows,,FR,95137568bf,organic,google
36,101692268377314,4,57.0,127.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,17.0,64.0,0.0,0.0,0.0,46.0,0.0,17.0,32.0,0.0,0.0,0.0,46.0,0.0,0.0,17.0,110.0,0.0,0.0,17.0,37.0,0.0,desktop,google,windows,,,,,
37,101717454830018,6,69.0,164.0,27.0,2.0,8.0,13.0,2.0,1.0,3.0,728.0,2569.0,4009.0,1958.0,350.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07380373073803731,0.26044201135442013,0.40642741281427414,0.19849959448499593,0.03548256285482563,0.02534468775344688,24.0,96.0,0.0,0.0,0.0,0.0,44.0,24.0,24.0,0.0,0.0,0.0,0.0,44.0,94.0,36.0,34.0,0.0,24.0,36.0,34.0,0.0,desktop,google,windows,,FR,7b9f593535,paid,google
38,101753932704397,1,0.0,55.0,55.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,356.0,2368.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10784610724023024,0.7173583762496213,0.0,0.17479551651014844,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,mobile,bing,ios,FR,FR,67bac78ff1,paid,google
39,101757026568609,3,47.0,108.0,36.0,2.0,2.0,0.0,0.0,2.0,3.0,460.0,1936.0,0.0,0.0,1039.0,3022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0712405141706675,0.29982964224872233,0.0,0.0,0.1609106396159207,0.4680192039646895,0.0,0.0,0.0,60.0,0.0,0.0,47.0,0.0,0.0,0.0,30.0,0.0,0.0,47.0,0.0,0.0,57.0,51.0,0.0,0.0,57.0,25.0,desktop,google,windows,,FR,f115ad964e,paid,google
40,101881604603031,3,67.0,82.0,27.0,3.0,4.0,3.0,3.0,4.0,3.0,2157.0,534.0,609.0,357.0,427.0,812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44056372549019607,0.1090686274509804,0.12438725490196079,0.07291666666666667,0.0872140522875817,0.16584967320261437,37.0,39.0,0.0,0.0,0.0,5.0,0.0,37.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0,5.0,37.0,0.0,39.0,5.0,37.0,mobile,yahoo,ios,FR,FR,67bac78ff1,paid,google
41,101897645420857,4,97.0,139.0,35.0,2.0,1.0,1.0,7.0,5.0,1.0,607.0,153.0,1590.0,3733.0,1297.0,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726598036868566,0.01831457984199186,0.19032798659324873,0.446851807517357,0.15525496768015323,0.11659085468039262,0.0,65.0,27.0,0.0,0.0,47.0,0.0,0.0,32.0,27.0,0.0,0.0,47.0,0.0,18.0,74.0,47.0,0.0,18.0,37.0,47.0,0.0,desktop,bing,windows,,FR,7b9f593535,paid,google
42,101969166698172,1,0.0,39.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,643.0,0.0,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777537796976242,0.0,0.7222462203023758,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,mobile,google,ios,FR,FR,242649bfe1,paid,google
43,101983714877038,1,0.0,37.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10124888492417485,0.8987511150758252,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,mobile,google,,EN,,f28414dfd1,organic,google
44,102065385929008,4,87.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,19.0,0.0,0.0,4.0,0.0,0.0,2.0,9.0,0.0,0.0,4.0,0.0,4.0,0.0,19.0,2.0,4.0,0.0,9.0,2.0,mobile,google,ios,EN,FR,,,
45,102069513467035,2,96.0,71.0,35.0,1.0,1.0,0.0,0.0,1.0,2.0,2999.0,194.0,0.0,0.0,45.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053151458137347,0.045625587958607716,0.0,0.0,0.010583254938852305,0.23847601128880527,0.0,0.0,0.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,50.0,21.0,0.0,0.0,50.0,21.0,0.0,0.0,50.0,21.0,0.0,0.0,mobile,,android,EN,FR,67bac78ff1,paid,google
46,102073825051328,2,137.0,91.0,45.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,192.0,2117.0,0.0,3123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.035346097201767304,0.3897275405007364,0.0,0.5749263622974963,0.0,0.0,0.0,38.0,0.0,0.0,52.0,0.0,0.0,0.0,38.0,0.0,0.0,52.0,38.0,0.0,52.0,0.0,38.0,0.0,52.0,0.0,desktop,,windows,,FR,f28414dfd1,link,
47,102126042669948,3,60.0,81.0,27.0,2.0,3.0,1.0,2.0,0.0,1.0,291.0,1588.0,16.0,1601.0,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060061919504643964,0.32776057791537666,0.003302373581011352,0.3304437564499484,0.0,0.2784313725490196,0.0,36.0,0.0,45.0,0.0,0.0,0.0,0.0,36.0,0.0,23.0,0.0,0.0,0.0,0.0,36.0,31.0,14.0,0.0,36.0,31.0,14.0,mobile,google,ios,FR,FR,f28414dfd1,organic,google
48,102217290652423,3,152.0,102.0,34.0,2.0,2.0,7.0,2.0,2.0,2.0,224.0,1331.0,2164.0,76.0,1970.0,338.0,0.0,0.0,1.0,0.0,0.0,0.0,0.036703260691463215,0.21808946419793543,0.3545797148943143,0.012452892020317876,0.32279206947402916,0.05538259872194003,55.0,0.0,0.0,0.0,47.0,0.0,0.0,27.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,55.0,47.0,0.0,0.0,27.0,47.0,0.0,mobile,yahoo,ios,Other,FR,67bac78ff1,link,
49,102223713735921,4,50.0,146.0,36.0,3.0,2.0,3.0,2.0,4.0,6.0,1376.0,219.0,1021.0,2251.0,1694.0,2188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15727511715624642,0.02503143216367585,0.11669905132015088,0.2572865470339467,0.1936221282432278,0.2500857240827523,34.0,46.0,0.0,34.0,0.0,0.0,31.0,34.0,46.0,0.0,34.0,0.0,0.0,31.0,34.0,0.0,66.0,46.0,34.0,0.0,33.0,46.0,mobile,google,ios,FR,FR,f28414dfd1,paid,google
50,102316544102876,6,54.0,255.0,43.0,5.0,5.0,4.0,2.0,2.0,4.0,4649.0,3022.0,1927.0,625.0,321.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867720465890183,0.251414309484193,0.16031613976705492,0.05199667221297837,0.02670549084858569,0.12279534109816971,0.0,81.0,0.0,115.0,0.0,0.0,59.0,0.0,41.0,0.0,38.0,0.0,0.0,59.0,55.0,0.0,200.0,0.0,55.0,0.0,40.0,0.0,mobile,,android,Other,FR,73dc9eab7b,paid,google
51,102378303005384,1,0.0,35.0,35.0,1.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013164080865068171,0.0,0.9868359191349318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,mobile,google,ios,EN,FR,67bac78ff1,paid,google
